Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
171973863487647,Both & Faia Advogados Associados,These ads ran without a disclaimer,1814,7
100189222773227,Milena Andrade,These ads ran without a disclaimer,1809,1
195979510526652,RGE,RGE,1800,1
281680372209686,Sabrina Garcez,Sabrina Garcez,1798,11
163893463708223,Marcelo Vitorino,IDP,1782,15
366915959992127,Luciane Carminatti,Juliana Cardoso,1778,24
105233008756513,Pró-família Blumenau - Secretaria da Família,Pró-família Blumenau - Secretaria da Família,1777,5
122923285036030,Júlia Zanatta,Júlia Zanatta,1754,56
610948472274615,Prefeitura de Almirante Tamandaré,MUNICIPIO DE ALMIRANTE TAMANDARE,1753,19
1931989763744839,Gilson Marques,Gilson Marques,1742,93
107575845348720,Mangueira Advocacia Previdenciária,Anderson Da Silva Mangueira,1737,9
797743047078113,Dani Balbi,Danieli Balbi,1737,15
107449552324057,Projeto Vereador Vitorioso,Vereador Vitorioso,1730,9
900902489956300,Zezinho Sobral,José macedo sobral,1728,5
851094731588215,Liana Cirne,Vereadora Liana Cirne,1721,27
109684374217445,Aylon Arruda,Aylon Arruda,1719,58
471321039605266,Adilson Junior,Adilson Junior,1680,28
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,1678,8
1931965243746616,Professora Rita Gonçalves,Inovart Cursos e Treinamentos,1661,36
208884825929448,Josias Gomes,Josias Gomes Da Silva,1660,24
1632845003624410,Lúcio Sorge,Lucio Sorge,1659,154
250960541687036,Antônio Gomide,Antônio Gomide,1650,56
108823421757686,Dr. Luisa,These ads ran without a disclaimer,1624,2
106525678463910,União Brasil 44,UNIÃO BRASIL,1612,7
188766024500202,Prefeitura de Novo Hamburgo,Prefeitura de Novo Hamburgo,1608,24
200994989994067,Deputado Luiz Paulo,Deputado Luiz Paulo,1608,4
1177412695722949,Leiliane Rocha Psicóloga,These ads ran without a disclaimer,1604,60
124463777940096,Deputado Roberto Costa,Jose Roberto Costa Santos,1602,13
459077604164390,Radar Amazônico,Radar Amazônico,1595,31
149518311835447,Renata Bueno,Renata Bueno,1594,9
101756249126836,Versatil,Versatil,1587,9
835813059780644,Valdir Cobalchini,Valdir Cobalchini,1583,71
158894974200303,Vitor Lippi,Vitor Lippi,1579,25
710965159037838,Antônio Francisco Neto,Antonio Francisco Neto,1568,44
104401494401878,Claudomiro Gomes,Claudomiro Gomes Da Silva,1567,25
104267705031711,Fernando Conrado - Corações e Almas,Fernando Conrado,1565,2
451370971560727,Tito,Carlos Tito Marques Cordeiro,1548,39
1706482512937484,Bruno Engler,Deputado Estadual Bruno Engler,1541,2
111091275764781,Prefeitura Municipal Barretos,Hold Comunicação,1540,28
105571535088309,Pará Terra Boa,Pará Terra Boa,1537,36
678761768950811,Luiz Philippe de Orleans e Bragança,Luiz Philippe de Orleans e Bragança,1527,29
237824856416624,Eduardo Salles,Eduardo Seixas De Salles,1523,37
398383446886003,Fernando Breno,Fernando Breno Valadares Vieira,1522,12
196613427043958,Fiesp,FEDERACAO DAS INDUSTRIAS DO ESTADO DE SAO PAULO,1520,66
367197653335628,Deputado Roosevelt,Roosevelt Vilela,1510,11
237597346269787,Marco Bertaiolli,Marco Bertaiolli,1506,18
218908215124901,"Coalizão Brasil Clima, Florestas e Agricultura",Coalizão Brasil Clima Florestas e Agricultura,1505,6
208610802492299,Afonso Hamm,Jose Alfonso Ebert Hamm,1501,23
1641975619405810,APQC - Associação dos Pesquisadores Científicos do Estado de São Paulo,APQC - Associação dos Pesquisadores Científicos do Estado de São Paulo,1500,1
215530881862713,Elika Takimoto,Elika Takimoto,1500,3
396131583777396,Dr. Romualdo,Rafael Antonino,1500,4
840675705988703,Associação dos Delegados de Polícia de SC - ADEPOL-SC,Maicon Rafael Valadao,1500,1
187682584611376,Aureo Ribeiro,Aureo Ribeiro,1500,3
221371211998801,Delegada Ione,Ione Maria Moreira Dias Barbosa,1500,1
110972683845381,Conta Bemol,Bemol Serviços Financeiros,1499,3
206365432837539,Deputado Federal Dimas Fabiano,Dimas Fabiano Toledo Junior,1499,35
102384321716297,Advocacia Cortona e Ranieri,Advocacia Cortona Ranieri,1495,2
111365133871481,A. Amorim Advogados Associados,Adriano Do Nascimento Amorim,1494,19
104457034538461,Drª Taissa Sousa,Drª Taissa Sousa,1492,7
287428551401979,Prefeitura de Aparecida,VERSATILY AMBIENTAL E MARKETING EIRELI,1492,7
1645144109091367,Pedrinho Eliseu,Pedrinho Eliseu,1482,68
159583694705672,ADESG São Paulo,Associação Dos Diplomados Da Escola Superior De Guerra,1476,1
107300673949718,SMTT,Giovana Dias,1473,13
1433130856919702,Dário Saadi,Dário Saadi,1465,9
107925254152455,Redação Amazônia,REDAÇÃO AMAZÔNIA,1462,59
1165488993512231,Nossas,NOSSAS,1460,3
102875155818277,Saldão Nome Limpo,These ads ran without a disclaimer,1458,3
404585332967669,Prefeitura de Senador Canedo,Versatily Ambiental e Marketing,1449,14
1221955744599494,Walmir Pinto,Walmir Pinto,1448,20
118911407806631,Priscila Cruz,These ads ran without a disclaimer,1441,7
201044363357878,Aliel Machado,Aliel Machado,1436,9
105482665093882,Dra. Vivianne,Vivianne Martins Coelho E Silva,1435,5
364838737350939,Tony Oliveira,Tony Oliveira,1434,9
1643608162628238,Augusto Vasconcelos,Augusto Vasconcelos,1430,11
101132704939097,Portal RealTime1,REAL TIME 1,1423,29
107926134331509,Hemerson Máximo,Hemerson Máximo,1423,10
1452476871646616,Diário MS News 2,Diário MS News,1417,8
109081972143628,Valorize quem constrói o Paraná,Associação Entidades Representativas dos Servidores Estaduais do Paraná,1413,20
559708174096188,Almir Cicote,Almir Cicote,1409,11
112688545153132,Naiara Lopez,These ads ran without a disclaimer,1404,1
211334236088748,Welton Lemos,Welton De Oliveira Lemos,1403,21
1313633058744565,Impulsiona,Instituto Península,1398,13
555803774486872,Marcio Bittar,Marcio Miguel Bittar,1397,8
659203737425877,Augusto Coutinho,Augusto Rodrigues Coutinho de Melo,1394,9
317979238378110,Deiró.Marra,Deiró.Marra,1393,12
103420901828633,Crédito Aprovado,These ads ran without a disclaimer,1392,19
149949182164825,Vereador Elber Correa,Elber Correa Da Silva,1391,45
403972249688082,Prefeitura de Jaguariúna,Prefeitura de Jaguariúna,1389,1
1648774568764604,Newborn Lovers,HW LTDA,1384,2
109785372399873,IAB - Instituto dos Advogados Brasileiros,Instituto dos Advogados Brasileiros,1383,82
172537086199806,Sebrae Tocantins,Sebrae Tocantins,1378,35
368704519884205,Amaro Neto,Amaro Neto,1372,24
119168904448162,Alana Figueiredo,These ads ran without a disclaimer,1372,20
400260173321011,Cagece Oficial,Cagece Oficial,1363,2
180562885329138,g1 - O Portal de Notícias da globo,These ads ran without a disclaimer,1359,2
1111649495517188,Dilemário Alencar,Dilemario Do Vale Alencar,1358,21
620314628044090,Marcio Alvino,Deputado Federal Marcio Alvino,1354,43
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,1348,3
102646395527037,James Batista Roraima,James Moreira Batista,1345,4
861478333979600,DepBrazão,Manoel Inacio Brazao,1340,10
118869841134222,Jornal Ponto Mais,Jornal PONTO MAIS,1333,11
104476969270901,Alessandro de Lara,ALESSANDRO SALES DE LARA,1313,13
355881814480574,Juninho BOI,Fabiano Junior Leite de Souza,1312,15
107356795270257,Josenildo Abrantes,Josenildo Abrantes,1311,18
600114750155454,Braulio Lara,Braulio Lara,1311,20
297785830288053,Rosenverg Reis de Oliveira,Rosenverg Reis de Oliveira,1310,8
454225234639209,Vereadora Edir Sales,Edir Sales,1307,11
232264546798998,Portal do Marcos Santos,Portal Marcos Santos,1306,17
100148085814229,Concursos e Processos Seletivos Brasil,IBFC - Instituto Brasileiro de Formação e Capacitação,1306,6
111545230641407,Professora  Ms Luiza Mandela,These ads ran without a disclaimer,1303,7
104202885922538,Marco Aurélio Filho,Marco Aurélio Filho,1301,28
104150514855459,O Primeiro Portal,O Primeiro Portal,1297,13
279314692415274,Professor Miguel,Miguel Lopes Cardoso Junior,1294,21
409733062460769,Beth Sahão,Beth Sahão,1291,23
687008454694990,Randolfe Rodrigues,Randolfh Frederich Rodrigues Alves,1284,15
287680017998870,Focus Concursos Públicos,These ads ran without a disclaimer,1273,57
1823290424577861,Felipe Camarão,Felipe Costa Camarão,1269,13
505522072927016,Flávio Nogueira Júnior,Flávio Rodrigues Nogueira Júnior,1264,3
189814474429903,Kayo Amado,Kayo Felype Nachtajler Amado,1264,11
992309977556842,Yuri Moura,Mandato Popular,1258,9
1801475276791352,Câmara Municipal de Osasco,Câmara Municipal de Osasco,1257,31
405696379766191,Angelo Coronel,ANGELO MAR1 CORONEL DE AZEVED0 MARTINS,1253,6
137565706408514,Prefeitura de Franca,Prefeitura Municipal de Franca,1252,2
187869627968575,Roberto Tripoli,Roberto Tripoli,1250,22
674920165925236,Alessandro Guedes,Alessandro Guedes Dos Santos,1248,33
699334503504978,Instituto Desiderata,Instituto Desiderata,1244,2
1385523878422010,Dr. Vicente Caropreso,Dr. Vicente Caropreso,1241,24
109839320534633,Henrique Menezes,Henrique Menezes,1237,9
328393683976480,Ricardo Guidi,Ricardo Zanatta Guidi,1236,47
100261572206297,Coronel Assis,Virginia Silva,1231,1
1962626790720530,Beto Dois a Um,Beto Dois a Um,1230,6
252724831483239,EBEC,EBEC,1229,10
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,1222,26
492242434209344,Robinson Almeida,Robinson Santos Almeida Deputado Estadual,1217,18
127421414469102,Thiago Filomeno,Thiago Filomeno,1216,13
103792372618962,Gazeta da Amazônia,Gazeta da Amazônia,1216,65
518015004918179,Professor Júnior Geo,José Luiz Pereira Junior,1216,23
1008846355811866,Lincoln Reis,Lincoln Aparecido Soares Dos Reis,1206,34
821703454511378,Dra. Sandra Tadeu,Sandra Regina Carbone Tadeu Mudalen,1203,14
393428077515241,Pinheirinho Deputado Federal,Pinheirinho,1200,19
1507476039474128,Domingos Neto,Domingos Gomes De Aguiar Neto,1200,36
410655005626777,Deputado Federal Lincoln Portela,Lincoln Portela,1200,10
301106093563904,Natália Bonavides,Natália Bastos Bonavides,1200,9
101933305564897,Promic,Riole,1199,13
699693400101917,Cabo Gilberto Silva,Cabo Gilberto Silva,1199,3
425350744240843,Comitê Internacional da Cruz Vermelha,These ads ran without a disclaimer,1195,4
112300105528332,Chico Sardelli,Francisco Sardelli,1191,12
1625183920906819,Giovani Culau,Giovani Culau,1187,5
272425403490751,Ana Paula Junqueira Leão,Ana Junqueira,1176,5
241789676153937,Carlos Humberto,Carlos Humberto Metzner Silva,1174,14
102496816095781,Ana Sophia,These ads ran without a disclaimer,1173,17
314445481962697,Band Rio,Bruna Marcante Dias,1172,4
419403571442761,Mário César Filho,Mário César Rodrigues Balduino,1171,9
308065689820712,Julio Donizete,Julio Donizete Gomes Da Silva,1166,9
205314482945213,Prefeitura de Trindade,VERSATILY AMBIENTAL EIRELI,1166,7
2136904473052448,Delegada Fernanda,Delegada Fernanda,1163,14
132804480113814,PwC Brasil,Pedro Martins,1163,4
1276486079064454,Prefeitura Municipal de Pitangueiras - 2021/2024,MUNICIPIO DE PITANGUEIRAS,1163,16
587849471239365,Sindicato dos Comerciários do Espírito Santo,Sindicomerciários ES,1160,13
1479952895577565,Gil Pereira,Gilberto Wagner Martins Pereira Antunes,1160,25
109950330718988,Paulo Muniz,Paulo Sergio Moreira Muniz Filho,1159,12
390714917933200,Elton Cristo,Elton Cristo Da Silva Da Silva,1157,16
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,1156,33
405401689514244,Carlos Zarattini,Carlos Alberto Rolim Zarattini,1154,18
145247469014742,Prefeitura do Rio de Janeiro,These ads ran without a disclaimer,1152,8
769753176473124,Juvir Costella,Juvir Costella,1152,37
223979774416282,Jaqueline Silva,Jaqueline Silva,1146,6
1844209355887864,Talita Dal Bó,These ads ran without a disclaimer,1143,1
114370813591801,Solange Freitas,Solange Cristina De Freitas,1139,6
260205817453415,Cássio Soares,Cássio Soares,1132,35
165592640248411,Marcello Barbosa,Marcello Barbosa,1130,25
204471080068623,Estratégia Saúde,Estratégia Concursos,1121,8
1611963792244876,Ana Paula Siqueira,Ana Paula Siqueira,1121,18
243830549028212,Associação Paulista de Municípios,Associação Paulista de Municípios,1120,29
116881770160597,Willian Veloso,Willian Veloso,1112,80
169332293101908,BB Seguros,These ads ran without a disclaimer,1110,1
424017077637566,Luciana Novaes,Luciana Novaes,1108,11
953514998164299,Plínio Valério,Plínio Valério,1103,3
475841212586245,Prefeitura de Birigui,Prefeitura de Birigui,1102,5
169103077072461,Podium 360,These ads ran without a disclaimer,1102,15
409540602424777,Luciano Ducci,LUCIANO DUCCI,1100,9
165175370206522,Citi Brasil,These ads ran without a disclaimer,1099,5
1191229370929329,Florentino Neto,Florentino Alves Veras Neto,1098,9
111241944518289,Cristãos na Política,Instituto Dankemo,1095,28
139585730140435,Allyson Bezerra,Allyson Bezerra,1095,6
271070706391564,Prefeitura de Paraíso do Tocantins,Prefeitura de Paraíso do Tocantins,1090,9
104253055415725,Dra Marina Santana,These ads ran without a disclaimer,1088,4
306378149952222,Matheus Utsch Vereador PL,Matheus Utsch De Oliveira,1083,36
217451785552263,Daniela Reinehr,Daniela Reinehr,1076,2
101628577949484,Caio Godoi,Caio Bernado Fonseca de Godoi,1076,10
231018984119082,Cris Monteiro,Cristina Pereira Monteiro,1076,1
458048987893303,Delegado Palumbo,Delegado Palumbo,1075,4
1846893188919903,Prefeitura de Ruy Barbosa,Prefeitura de Ruy Barbosa,1074,20
105578166140330,Algar,These ads ran without a disclaimer,1071,1
239756803177345,Fred Linhares,Fred Linhares,1071,15
1405868843027642,Cristiano Silveira,Cristiano Tadeu Da Silveira,1071,20
102412411118665,Rafael Do Abner Vereador,Rafael Da Silveira Sousa,1070,19
454077951416589,Banco da Amazônia,Banco da Amazônia,1070,3
938599402898254,Maryanne Mattos,Maryanne Mattos,1068,78
139585730140435,Allyson Bezerra,Allyson Bezerra,1068,8
157982450937286,Senador Carlos Viana,Carlos Alberto Dias Viana,1067,7
1589149714709035,Celso Giannazi,Celso Giannazi,1066,14
441637302586101,Casa Fluminense,Associação Casa Fluminense,1063,3
357782704400393,Sinsej,Sinsej,1063,4
109288042159598,Ana Rosa,These ads ran without a disclaimer,1063,3
1594912660746072,Renato Oliveira,Francisco Renato De Oliveira Vieira,1063,6
107827985562258,Zany Leite Jr.,Zany Leite Junior,1061,12
305405126987059,Thomaz Henrique,Thomaz Henrique Barbosa Da Silva,1060,6
971716929540046,Rubinho Nunes,Rubens Alberto Gatti Nunes,1059,30
555465644539300,Rosa Fernandes,ROSA MARIA ORLANDO FERNANDES,1054,12
718814654983529,ZeroCarbon,ZeroCarbon,1051,1
676018995800125,Edilson Massocco,Edilson Massocco,1047,22
424808937641023,Veneziano Vital,Veneziano Vital,1046,6
1479347928855321,Munir Neto,Munir Francisco,1045,12
103284521763566,Jairo Michelangelo,Jairo De Lima,1044,5
114755414556788,Fernando Braide,Fernando Salim Braide,1040,4
364253843645006,Carlos Chiodini,Carlos Chiodini,1040,69
101808169562442,Bruna Camargo,These ads ran without a disclaimer,1038,96
504148936286853,Data Goal,Data Goal,1036,4
101968911585991,Plantão de Notícias,Plantão de Notícias,1036,7
1532755897054705,TV MAIS,TV MAIS MARICÁ,1035,26
100182705963579,José Sousa,Jose Silva,1035,42
178208525899690,João Catunda,Joao Victor Loureiro Pessoa Catunda,1029,2
906764679373561,Prefeitura de Teresópolis,Prefeitura de Teresópolis,1029,8
1646373535644063,Mercy For Animals Brasil,These ads ran without a disclaimer,1028,3
1881753795404640,Prefeitura de Avaré,Prefeitura da Estância Turística de Avaré,1028,23
124504092279492,Hélio Rodrigues,Hélio Rodrigues,1026,42
665878880143217,Cláudio Sorocaba,GERVINO CLÁUDIO GONçALVES,1023,11
114248903470049,Frente Parlamentar Mista da Medicina,Frente Parlamentar de Medicina,1019,24
269241493284995,Movimento Passione Italia,Renata Bueno,1019,3
359656821563954,Geraldo Neto,Geraldo Neto Almeida,1017,12
262071463822424,Fecomércio-RS,These ads ran without a disclaimer,1015,4
254473081640100,Henrique Garzon,Carlos Henrique Silvestre Garzon,1014,10
219825344705412,Deputado André Corrêa,André Correa,1010,14
1061862380519257,NOVO Paraná,NOVO Paraná,1009,8
111130822268479,IDP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa IDP - LTDA",1007,71
234712783281439,Fabrício Cardoso,Fabrício Cardoso DE OLIVEIRA,1000,11
484993445236446,Movimento Plástico Transforma,These ads ran without a disclaimer,1000,1
102804234489981,João Luiz Cobalchini,João Luiz Augusto Cobalchini,1000,36
103015684871449,Dr. Victor Linhalis,Victor Garozi Linhalis,1000,4
128802790469337,Todos Pela Educação,Todos Pela Educação,1000,1
795066333934481,Mulheres Republicanas,Mulheres Republicanas,1000,10
102313499063318,Serenas,Associação Serenas,998,3
112068691881352,Instituto Previdência Brasil,These ads ran without a disclaimer,996,68
309124326396684,Marketing Digital Nobre,Fabiano Lamberti Andreoli,996,6
117240958694104,Alex Mognon,Alex Mognon,995,33
107821478762402,Andreia Damasceno,These ads ran without a disclaimer,993,2
107323178868695,LMI - Law Masters Institute,These ads ran without a disclaimer,992,14
138267762877224,O Povo,Empresa Jornalística O POVO SA,992,14
651655564979252,NewsOeste,NewsOeste,990,174
555593844558092,Julinho Fuzari,Julio Cesar Fuzari,989,10
111949165566730,Romário Faria,Romário Faria,988,4
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,986,8
314213892042373,Diego Garcia,Diego Garcia,986,11
912150095483427,Prefeitura Municipal de Jaguariaíva,MUNICIPIO DE JAGUARIAIVA,986,24
240507466374717,"ACNUR, a Agência da ONU para Refugiados",These ads ran without a disclaimer,985,15
106308415121143,Politique - Detalhamento de Votos,PRATIC SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA,980,13
116999644640933,Coletivo Ação Sitraemg,Coletivo Ação Sitraemg,978,14
1788797064722263,Juarez Lopes,Juarez Lopes,977,20
109333695345345,Agente Antipó,ASFALTOS PARANA IND E DIST DEREV PETROLEO LTDA,976,1
103815756030378,Brasil Noticias,These ads ran without a disclaimer,974,3
294268601159495,Brasil BioFuels,These ads ran without a disclaimer,973,3
184283198173,Arquipélago Editorial,These ads ran without a disclaimer,967,3
107545594457268,danilyra40,Daniela Cardoso Magalhães Lyra,964,31
444851185587935,Prefeito Marcos Tonho,Marcos Tonho,960,10
396626607095420,Magda Mofatto,Magda Mofatto,958,32
110577201950562,Limpa Nome Serasa,These ads ran without a disclaimer,958,20
1846315508945599,107 FM Itapetininga,Milton De Oliveira Junior,958,40
105755411564969,Prefeitura de Wenceslau Braz,Prefeitura de Wenceslau Braz,952,8
517712008679531,Helio Lopes,Helio Lopes,947,4
118576168246679,SIMPE RS,Sindicato dos Servidores do Ministério Público do Rio Grande do Sul,943,7
