Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107103774867672,Glamorous Lingnan,These ads ran without a disclaimer,≤100,1
1448903671990351,China.org.cn,These ads ran without a disclaimer,≤100,4
107526744289597,Henson Shaving,These ads ran without a disclaimer,≤100,1
1030120847176506,TARTLE,These ads ran without a disclaimer,≤100,1
113394074340963,Safishia Maji - clean your water,These ads ran without a disclaimer,≤100,1
867551123430273,Design & Print - Bulk Printing /Branding on Wholesale Price,These ads ran without a disclaimer,≤100,1
102604994528071,AnswerTrade,These ads ran without a disclaimer,≤100,1
342440449490697,Ceres Policy Research,These ads ran without a disclaimer,≤100,1
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,≤100,8
103770029438586,The Learning Lounge,These ads ran without a disclaimer,≤100,2
100132622925372,Arz Alasmar,These ads ran without a disclaimer,≤100,1
237377949460358,Ai  Wenwen,These ads ran without a disclaimer,≤100,1
459564810830777,AB Music,These ads ran without a disclaimer,≤100,1
107084005069843,Self Improvement Academy,These ads ran without a disclaimer,≤100,1
120746684631854,Sammy Tippit Ministries,These ads ran without a disclaimer,≤100,1
103662712812326,POWER Music,These ads ran without a disclaimer,≤100,1
107094544290152,Dialogue Chine-France,These ads ran without a disclaimer,≤100,1
108993887469309,Fahad Yaasin Haji Daahir,These ads ran without a disclaimer,≤100,1
103076212633628,Občina Bloke,These ads ran without a disclaimer,≤100,2
104780578294014,Hawaii Fun,These ads ran without a disclaimer,≤100,1
187081381150910,EcoAprendizaje,These ads ran without a disclaimer,≤100,1
109988155233200,MisterAwesome,These ads ran without a disclaimer,≤100,5
210439572404391,Geistlich Dental,These ads ran without a disclaimer,≤100,3
108747708692898,Naomie Seho,These ads ran without a disclaimer,≤100,3
124675057404138,"Rudong, Nantong",These ads ran without a disclaimer,≤100,1
1611894998846385,Siandou Fofana,These ads ran without a disclaimer,≤100,1
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,≤100,1
100804865496482,CMM English,These ads ran without a disclaimer,≤100,1
101942402729235,BreakingBuzz,These ads ran without a disclaimer,≤100,1
1543046545802623,Fosun,These ads ran without a disclaimer,≤100,1
101528129146363,Good vpn-nice,These ads ran without a disclaimer,≤100,1
699486253464396,Cloud VPN- Speedy Secure Proxy-1,These ads ran without a disclaimer,≤100,1
629197097193241,Success Resources,These ads ran without a disclaimer,≤100,3
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,≤100,5
173283569202587,SheCrypto,These ads ran without a disclaimer,≤100,1
103739957866477,Zinc8 Energy Solutions,These ads ran without a disclaimer,≤100,1
777446539119121,Iyunade blog,These ads ran without a disclaimer,≤100,1
102068636147853,Magic1674-06,These ads ran without a disclaimer,≤100,1
542571306208544,Prophet Newman Ministries,These ads ran without a disclaimer,≤100,1
568756853598906,Unlimit,These ads ran without a disclaimer,≤100,2
105734971126580,Linet R. Chayil Music,These ads ran without a disclaimer,≤100,1
103159918165863,Touch Beijing,These ads ran without a disclaimer,≤100,5
107816645208695,Flagship Store Closing Clearance,These ads ran without a disclaimer,≤100,1
111134734119728,Ecclesia Reformanda,These ads ran without a disclaimer,≤100,2
105104327541425,Eric Impion Foundation,These ads ran without a disclaimer,≤100,2
2026539804050036,That Ogbomosho Boy,These ads ran without a disclaimer,≤100,1
109894824846689,Gamal Tov,These ads ran without a disclaimer,≤100,2
101360425929335,Smart racoon magazin,These ads ran without a disclaimer,≤100,1
761738694181906,Berlin Design Unit,These ads ran without a disclaimer,≤100,1
827791167412721,Ekran System,These ads ran without a disclaimer,≤100,1
109195433884069,HILAC TV,These ads ran without a disclaimer,≤100,1
274567862646829,Hand Luggage Only,These ads ran without a disclaimer,≤100,1
109802977882725,Brilliant Talk,These ads ran without a disclaimer,≤100,1
455939434533662,VOS Somali TV,These ads ran without a disclaimer,≤100,1
110016517361053,Pencil Spaces,These ads ran without a disclaimer,≤100,1
105936207857939,soleil.space,These ads ran without a disclaimer,≤100,4
215213502313796,Brain-Sharper,These ads ran without a disclaimer,≤100,1
158795537535748,World Bank Vietnam,These ads ran without a disclaimer,≤100,9
108087247388371,David Cameron Gikandi,These ads ran without a disclaimer,≤100,2
107196505020087,Hi Photo -G2-0826,These ads ran without a disclaimer,≤100,1
101582336030418,Amanda Souza,These ads ran without a disclaimer,≤100,1
2309448245771586,Global Center on Adaptation,These ads ran without a disclaimer,≤100,1
105448452269780,Lifestylecog,These ads ran without a disclaimer,≤100,3
175257709184139,University of the Free State,These ads ran without a disclaimer,≤100,1
120444487996350,Banque mondiale Région Afrique,These ads ran without a disclaimer,≤100,3
1216725411680040,Eternally Sunny,These ads ran without a disclaimer,≤100,1
106420494312707,"Guedeng Ledjebgue Eric, Esq.",These ads ran without a disclaimer,≤100,1
314700082738,World Bank Indonesia,These ads ran without a disclaimer,≤100,1
110865364908574,Marco Polo,These ads ran without a disclaimer,≤100,1
1390553687882384,Back To African Roots,These ads ran without a disclaimer,≤100,1
264460710674660,RenewableEnergyOnline,These ads ran without a disclaimer,≤100,1
107973187548321,Pak China,These ads ran without a disclaimer,≤100,1
865630176824455,International Curriculum Association,These ads ran without a disclaimer,≤100,1
160496563978183,Creole Solutions - Solisyon Kreyòl,These ads ran without a disclaimer,≤100,1
102718251506813,CGTN China24,These ads ran without a disclaimer,≤100,1
112880083626983,Shanhui Zhang 张善辉,These ads ran without a disclaimer,≤100,1
108554381343469,Toxic Love Company,These ads ran without a disclaimer,≤100,1
146647705406390,Minority Rights Group,These ads ran without a disclaimer,≤100,9
110541065187745,Danny Nguyen,These ads ran without a disclaimer,≤100,1
104007349305582,Awe12,These ads ran without a disclaimer,≤100,1
108783691045902,Rant World,These ads ran without a disclaimer,≤100,2
109590211339772,SoinsBébé,These ads ran without a disclaimer,≤100,1
102020511704410,BlacVolta Photography,These ads ran without a disclaimer,≤100,1
110387038264357,Viral In World,These ads ran without a disclaimer,≤100,1
106160288449540,Tilray Investor Relations - TLRY,These ads ran without a disclaimer,≤100,1
100628196203081,Gwotpmhubbb,These ads ran without a disclaimer,≤100,1
1519099811691621,African Union ECOSOCC,These ads ran without a disclaimer,≤100,1
101869252545585,House of Power: The Game,These ads ran without a disclaimer,≤100,2
110333931764735,Smile Papers,These ads ran without a disclaimer,≤100,4
106312952355406,Bonjour-23,These ads ran without a disclaimer,≤100,1
100714475117485,Funny Tiktoks,These ads ran without a disclaimer,≤100,4
102195828843539,Jerusalem Online -  Israel Dead sea,These ads ran without a disclaimer,≤100,1
100560308764016,Me-Read,These ads ran without a disclaimer,≤100,1
1343465475796270,Find My Method,These ads ran without a disclaimer,≤100,1
111283271603417,Taicang Entdecken,These ads ran without a disclaimer,≤100,2
101056278194702,Blossoms Mother&Child Hospital,These ads ran without a disclaimer,≤100,1
103705855597181,The Fun Concierge,These ads ran without a disclaimer,≤100,1
109040303829774,Nawa4u Tv,These ads ran without a disclaimer,≤100,1
335404883981886,Fit For Faith 〣 Your Christian Ministry.,These ads ran without a disclaimer,≤100,1
102403902468669,liz_lohtaylor,These ads ran without a disclaimer,≤100,1
107104591465897,Chasing the Light Studio,These ads ran without a disclaimer,≤100,1
116924765152540,Fawezi,These ads ran without a disclaimer,≤100,1
239692863568003,Prophet David Rauf,These ads ran without a disclaimer,≤100,1
101975105579781,Ready Set Laugh,These ads ran without a disclaimer,≤100,3
107012889004061,Awe18,These ads ran without a disclaimer,≤100,1
109058985571302,Fang Xinyan,These ads ran without a disclaimer,≤100,1
480934751930354,Luv4All: Mother Earth Warns. Wake Up Your Compassion,These ads ran without a disclaimer,≤100,2
116618612355386,Alessio Bariviera,These ads ran without a disclaimer,≤100,1
105613698892107,Luiza Alcantara,These ads ran without a disclaimer,≤100,1
1807507359273674,West African Tax Administration Forum,These ads ran without a disclaimer,≤100,1
114751934918631,Lin-bmd-04,These ads ran without a disclaimer,≤100,2
101686349003280,Block Puzzle Game,These ads ran without a disclaimer,≤100,1
66836833178,Healthcare Finance,These ads ran without a disclaimer,≤100,1
103643615630405,Geek Spin - Stories,These ads ran without a disclaimer,≤100,1
115138161487991,Surf Proxy,These ads ran without a disclaimer,≤100,1
102734339453166,Lst37,These ads ran without a disclaimer,≤100,1
110684038511765,IKUn01,These ads ran without a disclaimer,≤100,1
108615842526079,The Ronald Reagan Presidential Foundation and Institute,These ads ran without a disclaimer,≤100,1
164045857009615,Bompani,These ads ran without a disclaimer,≤100,1
1239783169487095,Splashage,These ads ran without a disclaimer,≤100,1
1979771435678597,Строительство домов под ключ,These ads ran without a disclaimer,≤100,1
116840414834707,Ana Lucia Fernandes,These ads ran without a disclaimer,≤100,1
131363313573224,NET Cancer Day,These ads ran without a disclaimer,≤100,3
279868945596,Shin Koyamada,These ads ran without a disclaimer,≤100,1
908390559225553,Institute Of Tourism Studies - ITS,These ads ran without a disclaimer,≤100,1
100892779250460,Mis Reading,These ads ran without a disclaimer,≤100,1
108382651490191,Crimes101,These ads ran without a disclaimer,≤100,1
107259614858600,M1grate To Canada,These ads ran without a disclaimer,≤100,1
201883583725530,Jaclynn Ashly,These ads ran without a disclaimer,≤100,3
104645271335661,Better Tomorrow Global,These ads ran without a disclaimer,≤100,1
101583879576253,Rubens Lopez,These ads ran without a disclaimer,≤100,1
1041958629230034,Breathofairtestimonies,These ads ran without a disclaimer,≤100,1
109193344992712,Universal African church of God,These ads ran without a disclaimer,≤100,1
127384107134142,Association des Blogueurs du Burkina Faso,These ads ran without a disclaimer,≤100,1
329099494367541,Tribe of Brands,These ads ran without a disclaimer,≤100,2
1493551577321676,Chery International,These ads ran without a disclaimer,≤100,7
435281580633938,Dimobest,These ads ran without a disclaimer,≤100,1
109417718569522,Plat Service,These ads ran without a disclaimer,≤100,1
101974629666595,Ngarmourba Mbang Youssouf,These ads ran without a disclaimer,≤100,1
104241432586478,Jox-16,These ads ran without a disclaimer,≤100,1
20556338116,International Trade Union Confederation,These ads ran without a disclaimer,≤100,3
158120767605885,New Futures Nepal,These ads ran without a disclaimer,≤100,1
101671792390387,Gakhal Group,These ads ran without a disclaimer,≤100,1
104407045431639,Carla Renea,These ads ran without a disclaimer,≤100,1
331879103556004,Dr Leon Kabasele reiterates ‘Theology Philosophy’,These ads ran without a disclaimer,≤100,1
104763178714577,Gels MDPI,These ads ran without a disclaimer,≤100,1
104066988637828,Boğaziçi Seçiyor,These ads ran without a disclaimer,≤100,1
101375352499193,Help Ukraine,These ads ran without a disclaimer,≤100,1
1931310293779356,Guardian Glass Middle East & Africa,These ads ran without a disclaimer,≤100,2
795079500550035,Diário do Povo Online,These ads ran without a disclaimer,≤100,5
181209995234074,Fair Observer,These ads ran without a disclaimer,≤100,2
106963134138888,Rocket science,These ads ran without a disclaimer,≤100,2
121548724604762,grns,These ads ran without a disclaimer,≤100,1
286728945089459,Bridge Drainage,These ads ran without a disclaimer,≤100,1
103486405407498,Visit Danzhou,These ads ran without a disclaimer,≤100,2
123300991051802,ActionAid,These ads ran without a disclaimer,≤100,1
105343925518031,Mojor-Z5,These ads ran without a disclaimer,≤100,1
106173158540312,FormacionAmbiental,These ads ran without a disclaimer,≤100,2
458207404944841,world_of_amazing_animals_____,These ads ran without a disclaimer,≤100,1
102482474979555,theblvcksuccess,These ads ran without a disclaimer,≤100,1
100286205572000,TECHx Arabic,These ads ran without a disclaimer,≤100,2
191583977367022,Rightawaie.com,These ads ran without a disclaimer,≤100,3
296808936704,moers festival,These ads ran without a disclaimer,≤100,1
103981838283672,XCSS climate can't wait,These ads ran without a disclaimer,≤100,1
158981418104763,Tbulks Tv,These ads ran without a disclaimer,≤100,1
163649866980296,George Perris,These ads ran without a disclaimer,≤100,1
428340480554355,CEU Department of Public Policy,These ads ran without a disclaimer,≤100,3
100992106168781,Barbahgames,These ads ran without a disclaimer,≤100,1
107141354969754,the_familytraveller,These ads ran without a disclaimer,≤100,1
341166472895187,The Law Offices of John S. Eliasik,These ads ran without a disclaimer,≤100,1
107887228538165,UAsfera,These ads ran without a disclaimer,≤100,6
