Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
689875217764106,Maahad Tahfiz AlQuran AlMuhammadi,Maahad Tahfiz AlQuran AlMuhammadi,5561,9
563438207177578,The Kienshell HQ Bangi,These ads ran without a disclaimer,5561,12
1481225741958270,YB Arafat - Pusat Khidmat Rakyat ADUN Hulu Kinta,Parti Keadilan Rakyat,5552,210
1011160672261971,Parti Amanah Negara,OREN TV,5521,52
563287703796336,UOB,UOB,5518,2
105510714351768,Razak Ridzuan Untuk Tasek Gelugor,Razak Ridzuan Untuk Tasek Gelugor,5517,21
1007786915989464,Andansura Rabu,PAS DUN Beserah,5514,41
905961496092500,王薀老師,These ads ran without a disclaimer,5510,3
330601991112027,Ulya Husamudin,Ulya Husamudin,5467,16
1395571097151964,Rakyat Sarawak Kini,Rakyat Sarawak Kini,5465,12
106241511176710,GTS Malaysia,Parti Gerakan Rakyat Malaysia,5454,22
1001067546621706,"Kekal Istiqamah, Meraih Redha & Rahmat Ilahi",These ads ran without a disclaimer,5450,14
1174984629294446,Minah Kontraktor,These ads ran without a disclaimer,5436,1
92562929270,Hot FM,Hot FM,5420,6
149208308580838,Fuziah Salleh,Keadilan Rakyat,5411,188
457750270999884,Mahfuz Omar,Mahfuz Omar,5371,40
959291374109807,Alipay,These ads ran without a disclaimer,5359,8
127824422806416,我是人才,These ads ran without a disclaimer,5260,19
1406892032861957,Dewan Perniagaan Melayu Malaysia,Dewan Perniagaan Melayu Malaysia,5250,7
105664024806971,Pandai2 Pilih,Pandai2 Pilih,5244,24
524923837546004,Simon Ooi Tze Min,Simon Ooi Tze Min,5229,29
112512589548367,Bersih dan Stabil : BEST,Bersih dan Stabil : BEST,5188,67
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,5130,139
560429700762980,PAS SHAH ALAM,PAS SHAH ALAM,5097,124
120324739939875,Jom Sihat,These ads ran without a disclaimer,5084,5
109792845262508,Zanariyah Abdul Hamid,Widanita Shahnaz Bt Mohd Mokhsin,5041,51
102908675667552,S Gopalakrishnan Dun Tiram,Parti Keadilan Rakyat,5013,105
299948990588837,Ghazali Md Hamin,Ghazali Md Hamin,5005,18
817354491655668,Ngelaban,These ads ran without a disclaimer,5000,1
1602210006739135,今日海峽,These ads ran without a disclaimer,4996,18
195895497280372,MRANTI,MRANTI,4996,1
282808121926963,新闻深呼吸 8world Stories,These ads ran without a disclaimer,4980,6
108722695160066,Haji Mohamed Diah,Haji Mohamed Diah,4957,42
115366836686423,Regrow My Planet,These ads ran without a disclaimer,4951,858
236402373940290,Syahredzan Johan,Syahredzan Johan,4926,38
2066679696903935,Maju Malaysia,Maju Malaysia,4862,35
1648702528579939,Datuk Haji Ahmad Amzad Hashim,Datuk Haji Amzad Hashim,4832,13
105214145429227,Nur Alya Humaira Usun,Portal Mudah,4830,45
713221472043013,Fahmi Bazlan,Fahmi Bazlan,4818,28
100611362742567,MEDIA POINT,MEDIA POINT,4813,34
112371283921365,Hanif Jamaluddin,Hanif Jamaluddin,4729,5
184431418280831,IJM Land Berhad,IJM Land Berhad,4725,26
101485844963978,Chiew Choon Man 赵俊文,PARTI KEADILAN RAKYAT,4681,11
102225645302483,Teman Asal Perak,Nurul Natasha Binti Badrul Hisham,4676,16
202914883373859,Manivanan Gowin,G.Manivannan A/L Gowindasamy,4671,42
102277369368571,Haji Noor Azman,Azahari Bin Azemi,4654,62
638312386187552,The Rakyat Post,The Rakyat Post,4650,7
103370205276465,Lee Kah Hing,Lee Kah Hing,4630,34
110146051502259,"Gerald Rentap Jabu, DUN N36 Layar",Keling Stevenson Anak Boniface Ancheh,4621,61
219143641475490,Sofi Wahab,Melaka Plus,4616,20
107201848430984,民兴党Warisan中文版,Cheng Kuan Keet,4552,255
330451017046844,Amirudin Shari,These ads ran without a disclaimer,4535,191
266102661918011,Projek SUARA,Projek SUARA,4527,7
464638120290369,Ustaz Abdullah Husin,Ustaz Abdullah Husin,4515,28
107023271786947,Molek FM,Molek FM,4513,4
748135665373077,Karupaiya Mutusami,Parti Keadilan Rakyat,4512,112
110810110328644,United Nations in Malaysia,United Nations in Malaysia,4500,1
483244251852464,Sawanah HQ,These ads ran without a disclaimer,4493,5
158727684953987,Alan Tee Boon Tsong - 郑凯聪,DAP Malaysia,4474,12
457734577630461,Ustaz Ismi,Ustaz Ismi,4473,39
169355957228776,Pertubuhan Arrasyid,These ads ran without a disclaimer,4472,7
223615561514771,VI 中文,These ads ran without a disclaimer,4467,12
1355426087883151,Crypto.com,These ads ran without a disclaimer,4448,1
429038187157498,Nicole Tan Lee Koon（陳麗群）,Nicole Tan Lee Koon,4448,27
397397420360311,Anifah Aman,Anifah Aman PCS,4426,19
134350940016055,Ustaz Dr Nik Zawawi Bin Salleh,Ustaz Dr Nik Zawawi Bin Salleh,4388,30
499441453467047,Tokguru Apparel,These ads ran without a disclaimer,4361,16
48750023172,DATUK SERI HJ. MOHAMED KHALED NORDIN,Barisan Nasional Pasir Gudang,4352,15
525165360893616,Perikatan Nasional Titiwangsa,Perikatan Nasional Titiwangsa,4343,20
1038582476241567,Ustaz Mohamad Fakhrudin Abdul Aziz,Ihwan Amir,4340,12
457592297643388,Ustaz Hamidi Abu Hassan,Ustaz Hamidi Abu Hassan,4329,17
345717225799009,Kelvin Yii Lee Wuen 俞利文,Kelvin Yii Lee Wuen,4328,11
142523182588387,Dato' Hj Abdul Halim Hussain,Abdul Halim Bin Hussain,4316,372
107007641147654,Chan Boon Thian,MCA,4305,8
1787586611564532,Bukanaku,Bukanaku,4304,37
329620380573650,Afiqah Zulkifli,Nur Afiqah Binti M. Zulkifli,4301,38
1806878996256128,Shatiri Bin Mansor,Kusyary Bin Che Rus,4301,446
164492150267814,Dewan Muslimat PAS Melaka,Dewan Muslimat PAS Melaka,4298,72
102029231624323,Rosdy Wasli,Rosdy Wasli,4242,21
508187419354203,Asmuni Awi,Amanah,4236,84
102357915014766,Lim Wei Jiet,Lim Wei Jiet,4222,7
107211378784840,牛熊投资 - 一招打天下,These ads ran without a disclaimer,4217,12
105609301446397,Portal MalaysiaBiz,These ads ran without a disclaimer,4208,5
105868265656326,Yee Tsai Yiew • 于在优,These ads ran without a disclaimer,4201,6
449791738364795,Loanstreet,Finology Sdn Bhd,4200,6
220524935369705,Isham Jalil,Isham Jalil,4199,18
639585376056020,Aiman Athirah Sabu,AMANAH,4189,30
112089495031484,Mejar Jeneral Datuk Khlir Mohd Nor,Zamzam Zainuddin,4177,10
157894104408949,Zahida Zarik Khan,Nazrul Iqkhwan Bin Najib,4156,33
110647840532680,Merge Mayor,These ads ran without a disclaimer,4146,4
113818274080624,Malaysia Sentinel,Malaysia Sentinel,4138,104
477406562334039,Dr Daroyah Alwi,Mohd Zul Aqmar Bin Saman,4133,15
355665009819,South China Morning Post,These ads ran without a disclaimer,4133,50
40949157713,JUICE Malaysia,JUICE Malaysia,4122,44
768435539896684,TVS,TVS,4109,51
2095357360726236,Friends Of BN,Muhamad Khalid Bin Tan,4108,20
194471910572807,Takaful Malaysia,These ads ran without a disclaimer,4101,10
103737675572838,TNB - 被怀疑偷电，被指责，被起诉 - 怎么办 ？    Sued by TNB ? How to go about next ?,These ads ran without a disclaimer,4093,40
285441958608631,Gerakan Setia Johor,Mohd Rais Bin Omar,4090,6
102931825658951,Kebangkitan Kuala Selangor,Kebangkitan Kuala Selangor,4075,18
1230262593721646,Yayasan Hasanah,These ads ran without a disclaimer,4058,77
184686041569677,RL360,These ads ran without a disclaimer,4054,42
1665782460345602,Sabun PASTI HQ,These ads ran without a disclaimer,4050,8
536111496453168,Latif Bandi,Shakiren Bin Salleh Ismail,4045,11
547189662049138,De' BBT Coconut Shake,Maining Bin Mabin,4042,26
111966760286677,Nurul Amal Mohd Fauzi,Nurul Amal Mohd Fauzi,4033,30
100671512835849,Jeffery Phang Siaw Foong 彭小菶,Jeffery Phang Siaw Foong,4025,59
108136530968730,おねがい社長！,These ads ran without a disclaimer,4018,2
140884705952212,Yayasan Waqaf Malaysia,Nur Ain Binti Mohd Nazri,4002,40
109823334046268,Novels and Fiction Stories - G o o d  Novel,These ads ran without a disclaimer,4000,83
119716261393425,笑图俱乐部!!!保证笑死你,Ng Weng Thiam,4000,2
190591407627699,System Builders Maintenance Services Sendirian Berhad,System Builders Maintenance Services Sendirian Berhad,4000,2
135868173124026,羽軒粉絲團,Ng Weng Thiam,4000,2
319749898114045,Jackpot Party Casino Community,These ads ran without a disclaimer,3994,3
867962259958927,Airinum,These ads ran without a disclaimer,3986,216
565488766825046,Hasbie Muda,AMANAH,3980,32
110616053654362,Mohamad Ali Mohamad,Mohamad Ali Bin Mohamad,3979,124
663424353704332,sinarplus,SinarPlus,3969,15
394517307269064,Graduate Training & FSTEP,These ads ran without a disclaimer,3929,3
108152154939874,Wan Razali Wan Nor,Wan Razali Wan Nor,3928,16
297830887404221,Manong Sejahtera,Manong Sejahtera,3911,37
21474437688,Deloitte,These ads ran without a disclaimer,3907,6
217285405008524,Wong Chen,Wong Chen,3887,8
355049075348500,Oka空气净化机,These ads ran without a disclaimer,3885,10
372724173284411,Ustaz Ahmad Nawfal Mahfodz,Muhammad Abdul Rahman Bin Muhammad Faudzi,3878,83
303268587238643,Feng Shui MY,These ads ran without a disclaimer,3878,14
125307151267693,Bok Smart Accessories,These ads ran without a disclaimer,3867,16
804067589671488,Mohamed Sukri Omar,Mohamed Sukri Bin Omar,3859,55
135380063837855,Marina.Ibrahim,Shu Qi Wong,3856,5
111620640684771,Dato' Indera Hj Mustaffar Kamal b Ab Hamid,Dato' Indera Hj Mustaffar Kamal b Ab Hamid,3833,88
239023542869472,Salahuddin Ayub,AMANAH,3808,26
101779739413941,Hj. Shamsul Ma'arif Ismail,AMANAH,3785,27
188514241955425,Daionica椰子屋,These ads ran without a disclaimer,3774,29
458743847537771,Dr Azman Ismail Ahli Parlimen Kuala Kedah,Kusyary Bin Che Rus,3768,398
102416408995926,Tahfiz Kebajikan Ar Razali,Tahfiz Kebajikan Ar Razali,3747,24
105510714351768,Razak Ridzuan Untuk Tasek Gelugor,AMANAH,3742,22
1298058263542976,Setia Pak Mail,Setia Pak Mail,3728,26
1176135099088625,Thong Chi Wah - Kepong Commissioner for Oaths,Thong Chi Wah,3725,60
851523258352432,Gue Teck,Parti KeADILan Rakyat Melaka,3708,32
108712198614398,Hafizal Shah - Tok,Hafizal Shah - Tok,3673,14
102648229110378,Warisan turun-temurun,Nur Hidayah Bin Zaini,3667,1
6431878727,The Economist Intelligence Unit,These ads ran without a disclaimer,3638,24
353040178697449,Tabung Pahlawan Veteran ATM,Tabung Pahlawan Veteran ATM,3635,86
112498918946884,Haniza Talha,Ali Firdaus Bin Othman,3635,27
155677885272,RFI 华语 - 法国国际广播电台,These ads ran without a disclaimer,3625,29
1411080175817902,TR Motorworld Branch Kota Kinabalu Sabah,Tr Motorworld Sdn Bhd,3620,6
154574060056739,Warta Rakyat,Warta Rakyat,3614,154
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,3610,112
106759504176841,Kajendran Doraisamy,Kajendran Doraisamy,3597,9
229498331066475,Sim Fui 沈飛,Sim Fui,3592,48
1850198128537850,PAS BANGI,PAS BANGI,3569,44
113456700986972,Malaysia Momentum,Muhammad Hilmi Bin Ismail,3566,5
101258662801377,TokMin 4 P132 Port Dickson,Ahmad Nazib Bin Ismail,3563,24
100158675805438,Zamri Pakiri,Parti KeADILan Rakyat Melaka,3547,45
227967928029420,Pusat Khidmat Rakyat Parlimen Bakri,Tan Thiam Soon,3505,28
997123347052487,China Taiping Life Insurance Hong Kong Company Limited太平人壽（香港）,These ads ran without a disclaimer,3503,4
106285668321460,Wong Chia Zhen 黄佳祯,Wong Chia Zhen,3502,76
5777172751,Splunk,These ads ran without a disclaimer,3501,4
761870613900500,CCTV 中文,These ads ran without a disclaimer,3496,14
101581969152674,Dr Ker Ching Sheng 瞿庆圣医生,Jat Sern Kang,3491,31
166412166242,Saifuddin Abdullah,Saifuddin Abdullah,3481,40
104896814687622,Yong Wui Chung,Lau Kah Hon,3464,11
111071388213102,超熱門小說,These ads ran without a disclaimer,3460,3
1620114878091093,Perak Insights,Perak Insights,3455,97
101499506110750,Cikgu Haji Rafiei Mustapha,Mahfuz Bin Roslan,3428,8
504828189853890,Kerk Chee Yee 郭子毅,DAP Malaysia,3427,24
112346154998937,Sahabat Rozi Mamat,Izham Bin Amiruddin,3422,17
173935606013378,PahangKu Media,Badrul Hisham,3421,31
142744946275158,Azka Printing,These ads ran without a disclaimer,3419,2
288607211258386,ROLEX,These ads ran without a disclaimer,3413,2
455014837852949,Shafie Apdal,Abdul Muhaimin Bin Mohd Muhayeddin,3407,7
109629544854240,Harun Mohamed,AMANAH,3404,12
104641132375379,大马股市,These ads ran without a disclaimer,3400,6
1684261028524641,Pusat Pengajian Ibnu Razak,Pusat Pengajian Ibnu Razak,3391,5
109397945250592,Rumah Selangorku Cyberjaya,These ads ran without a disclaimer,3375,6
102366124467442,KitaReporters.com,These ads ran without a disclaimer,3370,2
994081210673489,BIG PLUS N.S Specialist,Windson Yee Chun Keat,3362,10
2009793029271034,Syahir Sulaiman,Syahir Sulaiman,3353,8
106765115432338,Kita Hulu Selangor,ASM Media,3349,82
680773332004673,Kapten,Mohd Azri Bin Rahamat,3348,58
1730319457288424,Global Ehsan Relief Malaysia,Global Ehsan Relief Malaysia,3338,26
101763038433300,N Summit3,These ads ran without a disclaimer,3317,35
149195003923132,Temerloh TV,Muhamad Khalid Bin Tan,3315,26
103743411471627,Signal Kaki Layer,These ads ran without a disclaimer,3290,1
103345898183612,Peter Saili,Democratic Action Party,3284,14
293480480857985,Team Joey Yap,These ads ran without a disclaimer,3266,4
104887431073257,Zainuddin Mohamed,Zainuddin Bin Mohamed,3245,59
811566692326278,Ab Hamid,Salman Bin Mohd Zaki,3236,31
470493726765993,Ustaz Meor M. Azim,Ustaz Meor M. Azim,3235,21
113451871339032,InsTech Success Team - Stan,These ads ran without a disclaimer,3224,26
841230545913536,Steven Kotler,These ads ran without a disclaimer,3214,4
103118144427643,Big Rig Racing Game,These ads ran without a disclaimer,3197,6
117300344947762,Teresa Kok,Teresa Kok,3194,23
103211355844396,Nazari Mokhtar,Nazari Mokhtar,3194,33
975768935784461,GP Alfred Chen,These ads ran without a disclaimer,3191,28
6013004059,The Economist,These ads ran without a disclaimer,3188,119
100808752258335,Haziq Asyraf,Haziq Asyraf,3186,18
113212493715818,TAN HIANG KEE -Nicol陈贤绮,MCA,3183,34
1836365373266980,Cooking Diary,These ads ran without a disclaimer,3158,1
173935606013378,PahangKu Media,Muhamad Khalid Bin Tan,3140,20
282831539130120,Andre Lai 黎正興,Lai Chen Heng,3131,139
2058861954374515,KANAN M. 佳南,Democratic Action Party,3112,14
69892527722,UNHCR Malaysia,These ads ran without a disclaimer,3102,10
204588107159019,Projek Imarah Masjid,These ads ran without a disclaimer,3099,11
1855833364707901,Drive shaft murah,These ads ran without a disclaimer,3090,15
108243135124905,UAA Azlisham Azahar,Nazim Bin Maarop,3086,43
101577616088943,Haji Fadli Che Me,Mahfuz Bin Roslan,3065,9
100584352461923,Sabun Viral Nekma-Khas Mengurut Semasa Mandi,Siti Alia Sabarina Binti S Mohamed,3057,11
103797291565648,Deco-Deco Rumah,These ads ran without a disclaimer,3046,61
106433078866990,Jus Ceda Solusi Buasir,Amin Farhan Bin Azami,3025,8
514600718661581,Naim Jusri,Parti Keadilan Rakyat,3024,99
100256115815180,Abu Hashim Abdul Samad,Nazim Bin Maarop,3023,36
302289583485368,Chua Wei Kiat,PARTI KEADILAN RAKYAT CABANG SELAYANG,3017,210
174298466127,Utusan TV,Utusan Binders Sdn. Bhd,3015,546
472525786194225,Demi Rakyat Johor,Malaysia Momentum,3015,8
104464548423692,Nallan Dhanabalan,Muhammad Aliff Bin Mohamad Khusairi,3004,18
101058921692249,SPBP Financing Advisor,Li Yan Chung,3001,24
110633418047043,DARE,DARE,3000,2
436051376488804,Sivarraajh Chandran,Veeraphandian A/L Jagaveran,3000,29
274030749389323,Pusat Khidmat ADUN Selama,Pusat Khidmat ADUN Selama,2999,18
110186325659396,Abdurraheem Green,These ads ran without a disclaimer,2998,1
687951944678674,Perabot King Kong-pandan perdana,These ads ran without a disclaimer,2989,2
166738750044444,Sunway Group,These ads ran without a disclaimer,2979,22
492962751052304,LIVEKINDLY,These ads ran without a disclaimer,2973,22
105608804115737,Hinovel- Indonesian,These ads ran without a disclaimer,2965,8
829542960534005,Karya PiS,These ads ran without a disclaimer,2948,7
318848448638025,NG YAK HOWE 黄益豪,Edrick Quak Yi Biao,2937,12
100341686227949,Dato' Mohd Daud Nasir,Dato' Mohd Daud Nasir,2933,21
528262633921715,Pemuda PAS Shah Alam,Pemuda PAS Shah Alam,2929,13
103091001499691,Ideal Estate 4 U,Chee Keong Sum,2909,19
166263533732013,Bispoint Group of Accountants,These ads ran without a disclaimer,2904,5
1601785636742847,Muhammad Faiz Fadzil,AMANAH,2901,20
151392065039297,Lim Ban Hong,Lim Ban Hong,2900,26
104725831491509,Dato T. Murugiah,Murugiah A/l Thopasamy,2891,8
814202975443585,StashAway,These ads ran without a disclaimer,2889,3
107382207626058,R.Yuneswaran,Yuneswaran A/L Ramaraj,2876,352
223815398322326,Mewah Exclusive,These ads ran without a disclaimer,2876,3
199039390167044,Ameerah Malaysia,Ameerah Malaysia,2872,18
102098359364995,Wan Badariah Official,Widanita Shahnaz Bt Mohd Mokhsin,2862,11
114544953708153,Media Satok,Sallehudin Fikri Bin Drahman,2861,51
8505118170,PETRONAS,These ads ran without a disclaimer,2855,6
2001106166777019,Spark Liang 張開亮,These ads ran without a disclaimer,2853,4
584759418837598,Mohd Azrudin Datuk Hj Idris,Mohd Azrudin Bin Md Idris,2851,34
109342970915795,亞洲週刊,These ads ran without a disclaimer,2840,39
573076292726648,Mas Ermieyati Samsudin,Mas Ermieyati Samsudin,2838,15
1854296828127798,Parti Amanah Negara Parit Buntar,Parti Amanah Negara Parit Buntar,2832,64
8047221596,Save the Children US,These ads ran without a disclaimer,2829,24
102687825969084,Mohamad Yahaya,AMANAH,2828,23
591685320968174,Koh Chin Han 许金汉,MCA,2816,26
363894187742828,P141 Parlimen Sekijang Official,Kusyary Bin Che Rus,2810,276
748135665373077,Karupaiya Mutusami,Kusyary Bin Che Rus,2800,292
100526771805098,Chin Su Phin,Chin Su Phin,2798,54
106282061147949,Smarttradingpro,These ads ran without a disclaimer,2796,3
1648702528579939,Datuk Haji Ahmad Amzad Hashim,Muhd Syafiq Bin Sapai,2791,16
323440711827,Free Malaysia Today,Free Malaysia Today,2784,13
401340596873929,The True Net,Yoke Har Ng,2778,705
100362001937010,Al-Quran Ade Azhar-Beli dan Wakaf,These ads ran without a disclaimer,2776,2
103773911486753,HanTok在线学中文,These ads ran without a disclaimer,2776,1
112336401483901,EXCommerce-Live,These ads ran without a disclaimer,2775,2
114477580328465,Perikatan Nasional Gerik,My District 76 Sdn Bhd,2773,26
105200845125696,Hanis Asmui,Na'im Bin Brundage,2771,70
211596962948306,Dr Ustazah Mastura,Dr Ustazah Siti Mastura binti Mohamad,2763,6
105496208289148,Hebat Temerloh,Azril Rizal Yusof Bin Mohd Sarit,2749,78
728252947573936,Malaysia Properties,Windson Yee Chun Keat,2744,13
119250754753587,Wong Hon Wai 黄汉伟  Bukit Bendera,Wong Hon Wai,2737,65
102277369368571,Haji Noor Azman,Muhammad Zaid Bin Noor Azman,2734,12
1069284236481262,Inspiring 慈悲世界,These ads ran without a disclaimer,2728,5
446127318757289,Sirap Limau,Sirap Limau,2711,9
287683225711,UN Environment Programme,These ads ran without a disclaimer,2709,54
179950305417081,Dewan Muslimat PAS Malaysia - DMPM,Widanita Shahnaz Bt Mohd Mokhsin,2707,23
104896005341659,Gagasan Bebas,Muhamamd Faiz Bin Kamaruddin,2706,7
135289458465,NST Online,Rev Media Group,2704,4
2251879774866618,Minyak Saraf TokWan,These ads ran without a disclaimer,2664,1
106853461821165,Anuar Daud,Rafi'uddin Bin Kamaruddin,2656,45
683300121730939,Cikgu Huda,AMANAH,2652,13
108468091460880,Oh Bintang,These ads ran without a disclaimer,2649,1
515881535150989,Dr Dzulkefly Ahmad,AMANAH,2633,13
1497273033624544,Ah Soon 林添顺,MCA AYER HITAM,2621,18
103701428106805,Cokelat Minda Cemerlang,These ads ran without a disclaimer,2621,27
111439902378904,Ustaz Pathan Hussin,Ustaz Pathan Hussin,2619,27
2321474081454112,S.W.C 股视天下,These ads ran without a disclaimer,2608,14
777192625818073,Dr Zamil Najwah,Parti Keadilan Rakyat,2590,90
113853217149465,Makanan Minda Anak Pintar,These ads ran without a disclaimer,2588,38
104275215374810,Sarawak Aspirasi 砂拉越民志党（中文）,Daniel Fui Siang Jong,2586,9
508187419354203,Asmuni Awi,Asmuni Awi,2584,120
130325170489809,Dr Mohd Hatta Ramli,AMANAH,2583,18
276342006041537,Dr. Ahmad Termizi Ramli,AMANAH,2576,16
