Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
101936414718216,"Best Leisure, House & Lot and Condo's projects of VistaLand",These ads ran without a disclaimer,≤100,4
189234534569546,Cape Clasp,These ads ran without a disclaimer,≤100,11
6321018343,The Japan Times,These ads ran without a disclaimer,≤100,16
100466264657702,Giantef,These ads ran without a disclaimer,≤100,60
101337244637057,Project Makeover,These ads ran without a disclaimer,≤100,1
112728485102142,新加坡黃精鹿鞭片裕華專賣店,These ads ran without a disclaimer,≤100,1
597416143767643,朕的江山,These ads ran without a disclaimer,≤100,7
114497444954746,好藥師連鎖藥局-2,These ads ran without a disclaimer,≤100,1
108636891376294,Ethereal Beauty Studio,These ads ran without a disclaimer,≤100,1
125854754245857,Son of a Tailor,These ads ran without a disclaimer,≤100,6
100463422460340,toshibaacsg,These ads ran without a disclaimer,≤100,1
213120066232710,EsquireSingapore,These ads ran without a disclaimer,≤100,1
111244705605722,I Love Children Singapore,I Love Children Singapore,≤100,2
147769965837878,Affinity Financial Services,These ads ran without a disclaimer,≤100,1
150671488307093,Asia-Europe Foundation - ASEF,Asia-Europe Foundation - ASEF,≤100,1
150670030981,Live On - Support Organ Donation,These ads ran without a disclaimer,≤100,1
690408271028454,Certis,Certis,≤100,1
102740532585099,anathema.world,These ads ran without a disclaimer,≤100,1
103486548072380,豐滿記,These ads ran without a disclaimer,≤100,2
101680431644752,Misha's,These ads ran without a disclaimer,≤100,7
105911973349,Habitat for Humanity Singapore,Habitat for Humanity Singapore,≤100,1
109962647361107,Leong Mun Wai 梁文辉,These ads ran without a disclaimer,≤100,2
450457320640,Singapore Institute of International Affairs,The Singapore Institute of International Affairs,≤100,10
2254255294818647,Luxtopia Singapore,Kevin Chua Tian Ci,≤100,1
106249000192,CME Group,These ads ran without a disclaimer,≤100,13
113862610335889,Hoseh Homes,Tan Qi Ren,≤100,1
234443101357,Texas Instruments,These ads ran without a disclaimer,≤100,3
177900505594304,NYC Muslim Center,These ads ran without a disclaimer,≤100,1
103365439517966,Rоad of Lifе,These ads ran without a disclaimer,≤100,1
112630694789701,中緬古物回流,These ads ran without a disclaimer,≤100,1
102863223091742,Watsons,These ads ran without a disclaimer,≤100,3
884182195283092,Truth-ad,These ads ran without a disclaimer,≤100,7
275510232497256,The Lowy International School,These ads ran without a disclaimer,≤100,5
105736607808854,Anzu Meat Factory SG,These ads ran without a disclaimer,≤100,1
184625184971102,Cashew Youth Network,Senja-Cashew Community Club,≤100,3
180330379557290,ApiaryBuzz,These ads ran without a disclaimer,≤100,2
2179301182287753,Girlsourced,These ads ran without a disclaimer,≤100,3
108608162344695,Great Оpportunity,These ads ran without a disclaimer,≤100,1
349839162416018,Flirt & Flutter SG,These ads ran without a disclaimer,≤100,1
109098161923520,上岡正明,These ads ran without a disclaimer,≤100,1
103044852706445,Metaversity,These ads ran without a disclaimer,≤100,2
108394308835155,LOPK E,These ads ran without a disclaimer,≤100,2
100184714677097,ExceptioNull Games,These ads ran without a disclaimer,≤100,3
1525872817483381,Doodly,These ads ran without a disclaimer,≤100,1
102392319168566,Mong to Vu dep236585,These ads ran without a disclaimer,≤100,1
100685148155347,Friends of Confucius,These ads ran without a disclaimer,≤100,1
134482564067377,Bloons Adventure Time TD,These ads ran without a disclaimer,≤100,1
109452232973620,ProductHype,These ads ran without a disclaimer,≤100,24
275606287530,CEMEX,These ads ran without a disclaimer,≤100,1
442335840525,NUS-ISS,These ads ran without a disclaimer,≤100,1
711704195596196,General Assembly,These ads ran without a disclaimer,≤100,1
100790358278894,Global Luxury Real Estate Mastermind,These ads ran without a disclaimer,≤100,7
1759857414047278,Speckled Space,These ads ran without a disclaimer,≤100,3
100372965583571,佛系股評,These ads ran without a disclaimer,≤100,14
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,16
2817562561803012,Jon-Pierre Narbey - Wealth Management,These ads ran without a disclaimer,≤100,2
107042441142571,Creation Care SG,These ads ran without a disclaimer,≤100,4
119431344461563,Verrckvs.top-2,These ads ran without a disclaimer,≤100,2
101110375593921,Times Higher Education Asia,These ads ran without a disclaimer,≤100,1
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,≤100,15
102084738175797,Private Label,These ads ran without a disclaimer,≤100,4
1423524587887352,A*STAR Graduate Academy,These ads ran without a disclaimer,≤100,2
1968004476764159,Cyber Security Asia,These ads ran without a disclaimer,≤100,3
340780392671501,Friends of Gardenia,These ads ran without a disclaimer,≤100,1
1100598909974868,NUS Atheist Society,These ads ran without a disclaimer,≤100,1
101149931673756,Webfic new app,These ads ran without a disclaimer,≤100,29
124537044292246,Tan Jee Say 陳如斯,Tan Jee Say,≤100,5
28928259418,"Saïd Business School, University of Oxford",These ads ran without a disclaimer,≤100,6
164917406877116,Singapore Business Federation,These ads ran without a disclaimer,≤100,2
604282339583198,HeroX,These ads ran without a disclaimer,≤100,1
102546979162526,Clean4Change,These ads ran without a disclaimer,≤100,1
101451031312704,Tri Febry Yanti,These ads ran without a disclaimer,≤100,1
126928827338567,MeshMinds,These ads ran without a disclaimer,≤100,4
103944258089689,Chiam Huiy,These ads ran without a disclaimer,≤100,4
192233630810105,Knight Frank Singapore,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,8
106368001855616,hatsofhumanity,These ads ran without a disclaimer,≤100,1
168545782999139,Munley Nester Spencer,These ads ran without a disclaimer,≤100,2
107802474918903,Corporate Alliance for Good - CAforGood,These ads ran without a disclaimer,≤100,1
102261041641612,Dr. Sidi S. Koné,These ads ran without a disclaimer,≤100,5
705909009790487,WeDate 交友約會 APP,These ads ran without a disclaimer,≤100,1
588069104625836,Intellectual Property Office of Singapore,These ads ran without a disclaimer,≤100,4
103483075081132,Zenith Wealth Advisory,Teo Yong Hua,≤100,1
265986990407594,Community Foundation of Singapore,These ads ran without a disclaimer,≤100,9
109387784102717,Wingstory,These ads ran without a disclaimer,≤100,2
168811439104,Thomson Reuters Foundation News - now Context,These ads ran without a disclaimer,≤100,16
106176565157407,Naza Alakija,These ads ran without a disclaimer,≤100,2
634185290326367,Atlantic Fellows for Social and Economic Equity,These ads ran without a disclaimer,≤100,6
102228651342959,SoftScheck APAC,These ads ran without a disclaimer,≤100,1
112192393947217,Cleanup: Phone Storage Cleaner,These ads ran without a disclaimer,≤100,2
101738719397703,Evita Living,These ads ran without a disclaimer,≤100,2
120852264631518,People Matters,These ads ran without a disclaimer,≤100,4
101930392551040,Speed Daily,These ads ran without a disclaimer,≤100,1
100941708028505,Desire City,These ads ran without a disclaimer,≤100,13
105666144829254,Ocean Project,These ads ran without a disclaimer,≤100,27
770091086372859,Bamboo Straw Girl - Bamboo Straws Worldwide,These ads ran without a disclaimer,≤100,12
269900063187753,AgentWow Property - HDB & Private,These ads ran without a disclaimer,≤100,3
2024776764435170,Alibaba Cloud SEA,These ads ran without a disclaimer,≤100,5
104191787946142,戀戀清庭:邂逅,These ads ran without a disclaimer,≤100,2
107267418588862,The Daisy Douge Expert,These ads ran without a disclaimer,≤100,2
105472342611215,TechVenture,These ads ran without a disclaimer,≤100,1
20781959145,Sadhguru,These ads ran without a disclaimer,≤100,1
915454735170764,Tani Comfort,These ads ran without a disclaimer,≤100,2
111724825339416,Wish Board,These ads ran without a disclaimer,≤100,1
105103245085305,Blockhead,These ads ran without a disclaimer,≤100,3
105640574688921,泰国龙婆蒂 Achan Deen,These ads ran without a disclaimer,≤100,1
262901137100137,Caritas Singapore,These ads ran without a disclaimer,≤100,4
193567020805750,CM+,These ads ran without a disclaimer,≤100,1
575410269548205,Anytime Fitness SKH Campus,These ads ran without a disclaimer,≤100,1
1981997788686310,Zi Jing Ge 紫经阁,These ads ran without a disclaimer,≤100,12
1129646280411063,radioshongi.com,These ads ran without a disclaimer,≤100,6
106124640962486,Elkay Asia Pacific,These ads ran without a disclaimer,≤100,1
120937314439621,Wealth Information,These ads ran without a disclaimer,≤100,2
150632248336219,Tonara,These ads ran without a disclaimer,≤100,1
113490300359527,Hope Lea,These ads ran without a disclaimer,≤100,44
111722116879386,Lullabies,These ads ran without a disclaimer,≤100,14
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,16
104465355009316,Top TXT,These ads ran without a disclaimer,≤100,28
1394174467296263,Numerology Singapore,These ads ran without a disclaimer,≤100,4
102602915867608,ศูนย์รับจองมหายันต์ รักษ์หยก เลขาอาจารย์,These ads ran without a disclaimer,≤100,2
343087392717019,We Are Total Defence,These ads ran without a disclaimer,≤100,2
104617651224435,shrimp_papasg,"Soh Kah Jiat, Aaron",≤100,1
128483817220121,Art Galleries Association Singapore,These ads ran without a disclaimer,≤100,1
126200497441633,Association of Small & Medium Enterprises - ASME,These ads ran without a disclaimer,≤100,1
330272997012082,Adhana Kamis & Associates Propnex | Ingat Hartanah Ingat Adhana,These ads ran without a disclaimer,≤100,2
202229667058065,Hash.peace,hash.peace,≤100,1
163154643700891,Singapore International Photography Festival,These ads ran without a disclaimer,≤100,2
203475543032854,KonHow - Market Psychology,Weipedia Private Limited,≤100,4
210351806235494,Georgia Lee,These ads ran without a disclaimer,≤100,1
166565800052060,ConnexionSG,These ads ran without a disclaimer,≤100,8
33497111948,Child Rights and You,These ads ran without a disclaimer,≤100,11
287825831282441,Club H.E.A.L,These ads ran without a disclaimer,≤100,1
106834701464470,Bardinnerit,These ads ran without a disclaimer,≤100,2
101172706199169,天藍小鋪-β,These ads ran without a disclaimer,≤100,1
112103920713562,Narek Sirakanyan,These ads ran without a disclaimer,≤100,3
216926965005999,HKTDC Exhibition Channel 香港貿發局展覽頻道,These ads ran without a disclaimer,≤100,8
962433327137363,TruWood,These ads ran without a disclaimer,≤100,1
103025971044327,Tampines New EC,These ads ran without a disclaimer,≤100,2
104722881948670,Mirxes,These ads ran without a disclaimer,≤100,5
107486961571533,Kavi Gupta Gallery,These ads ran without a disclaimer,≤100,4
248767351880869,Sophos,These ads ran without a disclaimer,≤100,14
1766411076965796,Mohammed Bin Rashid Centre for Government Innovation,These ads ran without a disclaimer,≤100,3
109600864166176,Fantastic read,These ads ran without a disclaimer,≤100,11
781953665292969,Amazin' Graze,These ads ran without a disclaimer,≤100,2
969981239690097,Asian Private Banker,These ads ran without a disclaimer,≤100,3
101379699115840,異軍Game Show,These ads ran without a disclaimer,≤100,7
107692745299403,The World Heroes by Peter Badge,These ads ran without a disclaimer,≤100,3
19975077227,The Interaction Design Foundation,These ads ran without a disclaimer,≤100,4
108451387597700,Poli,These ads ran without a disclaimer,≤100,1
268223526948867,U.S. Soy,These ads ran without a disclaimer,≤100,3
201341576390512,亚邦国际律师事务所-反诈顾问,These ads ran without a disclaimer,≤100,5
102858604680532,Norah Carpenter,These ads ran without a disclaimer,≤100,3
112345650541837,Debt Free Living SG,These ads ran without a disclaimer,≤100,1
635181786978427,The EastSide.,These ads ran without a disclaimer,≤100,2
83996318078,Change.org,These ads ran without a disclaimer,≤100,12
924420874408561,Home Solutions Sg,These ads ran without a disclaimer,≤100,1
103113522239931,Dịch Vụ Làm Giấy Tờ Uy Tín,These ads ran without a disclaimer,≤100,1
98876727842,Cummins Inc,These ads ran without a disclaimer,≤100,2
141604855870718,abrdn,These ads ran without a disclaimer,≤100,6
108657431328710,Options Investing - Masterclass,These ads ran without a disclaimer,≤100,1
100168988572267,Tokyo Forum,These ads ran without a disclaimer,≤100,5
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,≤100,7
107438165051346,Singapore One,These ads ran without a disclaimer,≤100,5
125744317492283,i12 Katong,These ads ran without a disclaimer,≤100,1
114319561948157,PCRF - Palestine Children's Relief Fund,These ads ran without a disclaimer,≤100,3
429047627635452,Signal Master,These ads ran without a disclaimer,≤100,1
104698548604757,Normanton Park,Christine Lim Hui Khim,≤100,1
153763430481,Temasek Polytechnic,These ads ran without a disclaimer,≤100,4
215622425479555,J7207VVKnlxelssu,These ads ran without a disclaimer,≤100,2
761870613900500,CCTV 中文,These ads ran without a disclaimer,≤100,28
1062587583760015,TerraGenesis,These ads ran without a disclaimer,≤100,1
100293859515508,暴富卡牌,These ads ran without a disclaimer,≤100,1
111802913626261,We Can Be Heroes,These ads ran without a disclaimer,≤100,1
