Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
109445374001396,Family Win,These ads ran without a disclaimer,≤100,1
321130077756513,ኢትዮ የሀበሻ መድኃኒት ቀማሚ,These ads ran without a disclaimer,≤100,1
112490220621674,Christian Crossfire,These ads ran without a disclaimer,≤100,3
102204932360878,Business Manager,These ads ran without a disclaimer,≤100,4
156192453451,Daphna Levinson HDL - דפנה לוינסון,These ads ran without a disclaimer,≤100,1
440902859280970,GodSaidManSaid,These ads ran without a disclaimer,≤100,21
2012525412325106,G1 Security solutions - ג'י וואן,These ads ran without a disclaimer,≤100,1
358882748244997,Hili Ari - חילי ארי,These ads ran without a disclaimer,≤100,1
183219591535412,טבריה מחוברת,These ads ran without a disclaimer,≤100,1
132362647393095,אבנר דימנט רואה חשבון,These ads ran without a disclaimer,≤100,1
105307721611566,קרן קולנוע שומרון,These ads ran without a disclaimer,≤100,1
1703030600007736,Artcultivator,These ads ran without a disclaimer,≤100,1
992176537525921,אורה שר שלום - לווי ואימון אישי וארגוני,These ads ran without a disclaimer,≤100,2
60627860842,Yuval David,These ads ran without a disclaimer,≤100,1
1706572736054496,Alef Ledoroth,These ads ran without a disclaimer,≤100,2
104694994915655,מילה ו תקשורת חכמה,These ads ran without a disclaimer,≤100,1
114013673673802,Hello note,These ads ran without a disclaimer,≤100,20
131102790094378,חיל ההסברה האזרחי,These ads ran without a disclaimer,≤100,1
529708390570527,المعهد العالي دالية الكرمل,These ads ran without a disclaimer,≤100,1
109018471636964,משהו מתבשל פה-מסעדה באילת בהכשר הרב מחפוד-קייטרינג לשבת,These ads ran without a disclaimer,≤100,1
230185230470027,חוג תלמים,These ads ran without a disclaimer,≤100,1
296230360899759,Phones Craze,These ads ran without a disclaimer,≤100,1
519186928221952,Department of Irgoon and Israelis Abroad - WZO,These ads ran without a disclaimer,≤100,2
264387264333981,נינה ביאנכה  Nina Bianca,These ads ran without a disclaimer,≤100,1
257588577663583,אופני קונה בישראל - היבואן הרשמי Kona Bike,These ads ran without a disclaimer,≤100,1
345626636056884,Wild,These ads ran without a disclaimer,≤100,15
2028937927413578,أخبار العرب أون لاين,These ads ran without a disclaimer,≤100,1
1649168542027518,רשת המתנסים קריית ביאליק,These ads ran without a disclaimer,≤100,1
2676602355684074,LastSwab,These ads ran without a disclaimer,≤100,89
101644618004917,Jump Up Jerusalem - ג'אמפ אפ ירושלים,These ads ran without a disclaimer,≤100,1
293392407671434,גיל ביילין - Gil Beilin,These ads ran without a disclaimer,≤100,1
306275060176860,"עו""ד איילון בירנבוים",These ads ran without a disclaimer,≤100,1
178320208869877,"קופונופש מועדון החברים של ישראל - תיירות, פנאי וחנות מוצרים אונליין",These ads ran without a disclaimer,≤100,1
377942472288033,Honestly Concerned e.V.,These ads ran without a disclaimer,≤100,2
794985134185868,"עור""ק - עורף קבוצתי וקהילתי",These ads ran without a disclaimer,≤100,1
117621584537422,"עו""ד ניסן זכריה לראשות העיר חולון",These ads ran without a disclaimer,≤100,1
1523916507881410,Hirshman Communications - הירשמן תקשורת,These ads ran without a disclaimer,≤100,1
125499154148207,The Lookstein Center,These ads ran without a disclaimer,≤100,3
106240797628121,קיצור תולדות תל אביב,These ads ran without a disclaimer,≤100,2
753740144731103,Freak Control- פריק קונטרול -כשסאונד ועיצוב נפגשים,These ads ran without a disclaimer,≤100,1
265744556860865,יואב שיינר,These ads ran without a disclaimer,≤100,1
227065260802847,SuperCity,These ads ran without a disclaimer,≤100,6
186529921214144,ערד טקסטיל - נהריה,These ads ran without a disclaimer,≤100,1
832658933787155,יסמין דרין - הדרכת הורים במעברים,These ads ran without a disclaimer,≤100,1
1941921912799615,ארגמן- סוכנות לביטוח,These ads ran without a disclaimer,≤100,1
101456098915379,Investing.com Canada,These ads ran without a disclaimer,≤100,17
123562547666170,Yael Group,These ads ran without a disclaimer,≤100,1
124251610951875,מלון בוטיק בצפון כנען וילאג' - CnaanVillage,These ads ran without a disclaimer,≤100,1
101978933230493,DHL,These ads ran without a disclaimer,≤100,2
154624644408049,Techrepair,These ads ran without a disclaimer,≤100,1
102618762715899,הבנק לעסקים,These ads ran without a disclaimer,≤100,1
1080241938727238,"ב-10 אצבעות - חנות יצירה, בית חוגים וסדנאות, יצרנית שיקיקיט ערכות יצירה",These ads ran without a disclaimer,≤100,1
100701685883160,Инвестиции,These ads ran without a disclaimer,≤100,1
103217675926109,אלירן לוי,These ads ran without a disclaimer,≤100,1
100893782049843,משרד עורכי דין אלעד פאר - דיני תעבורה,These ads ran without a disclaimer,≤100,3
464666693636230,שוות מתלבשות עם נעמה פרבר,These ads ran without a disclaimer,≤100,1
102481932371190,All Translator Pro for Android,These ads ran without a disclaimer,≤100,1
383808631676848,אמי טכנולוגיות-חטיבת הכירורגיה הפלסטית והרפואה האסתטית,These ads ran without a disclaimer,≤100,1
122607970926652,أبناء الارض والقائمة الشبابية,These ads ran without a disclaimer,≤100,1
1427780733935677,התריס המרחף,These ads ran without a disclaimer,≤100,2
103754561840954,דביר זאגא,Dvir Zaga,≤100,1
100541431512131,Plush & Protection,These ads ran without a disclaimer,≤100,2
455266311242189,"לשכת מתווכי הנדל""ן הארצית-ארגון מתווכי מקרקעין בישראל",These ads ran without a disclaimer,≤100,3
122095044854011577,Midjon.AI,These ads ran without a disclaimer,≤100,1
314447718710232,КиноРай - KinoRai,These ads ran without a disclaimer,≤100,2
102655988684441,Your New Favorite Crowdfunding Projects,These ads ran without a disclaimer,≤100,20
101723665852408,منتدى اخبار الاقتصاد والاعمال,These ads ran without a disclaimer,≤100,1
100539821769553,justukraine,These ads ran without a disclaimer,≤100,1
309237332421252,חן עוזרי סוכנות לביטוח בע״מ,These ads ran without a disclaimer,≤100,1
106589065695365,עמותת כריך למי שצריך,These ads ran without a disclaimer,≤100,1
229665320748688,"Se -מיתוג שיווק פרסום ויח""צ לעסקים",These ads ran without a disclaimer,≤100,5
158256931411991,חוזה חדש - בקריית ביאליק,These ads ran without a disclaimer,≤100,3
101117595471361,Me Katia Ustinova,These ads ran without a disclaimer,≤100,1
106414470781102,Yitzchak milston - מאמן אישי,These ads ran without a disclaimer,≤100,1
1553739387996332,פאנקי מאנקי - funky monkey,These ads ran without a disclaimer,≤100,1
110242741934240,Musa Raanana Artists,These ads ran without a disclaimer,≤100,1
549990632121380,DZD Creative Writing,These ads ran without a disclaimer,≤100,1
279816341148,"זהבה קלנר- הכשרה, ייעוץ וטיפול בהוראה מתקנת",These ads ran without a disclaimer,≤100,1
101917177856619,Seaven.Seas,These ads ran without a disclaimer,≤100,1
110189317173879,aava swim,These ads ran without a disclaimer,≤100,1
1665231857067927,مدرسة عين ابراهيم الابتدائية,These ads ran without a disclaimer,≤100,1
1606873879568333,שרולה אריאל - Charolais Ariel,These ads ran without a disclaimer,≤100,1
104786109277544,לידן סילקו - משרד עורכי דין,These ads ran without a disclaimer,≤100,1
57400032655,קבלה לעם,These ads ran without a disclaimer,≤100,3
740473996102570,MK fight,These ads ran without a disclaimer,≤100,1
789119444769492,סטיילית - בית ספר למקצועות האופנה,These ads ran without a disclaimer,≤100,1
1651043101786609,Meir Medical Center מרכז רפואי מאיר,These ads ran without a disclaimer,≤100,1
603959439665212,Dharma Bums Yoga & Activewear,These ads ran without a disclaimer,≤100,15
1010890709085110,תומר יעקב,These ads ran without a disclaimer,≤100,1
350517418368941,"מטעים - קפה בגן, מסעדה, אירועים.",These ads ran without a disclaimer,≤100,1
182898221791498,Hitachi in Europe,These ads ran without a disclaimer,≤100,2
108955402016317,Nadel Hasanain,These ads ran without a disclaimer,≤100,3
104663317848279,Eastern Wayz,These ads ran without a disclaimer,≤100,2
184819388794394,"אריאל עטרי, משרד עורכי דין - Ariel Atari Law Firm",These ads ran without a disclaimer,≤100,3
105729844365001,החסידה,These ads ran without a disclaimer,≤100,3
104903787938890,Pro financial plus,These ads ran without a disclaimer,≤100,4
132880048295328,יום יום חד,These ads ran without a disclaimer,≤100,1
430729106987453,אורות כרמיאל - הישיבה והגרעין,These ads ran without a disclaimer,≤100,3
106232325570614,RE:,re:,≤100,2
896260593803997,מועדון הכדורסל מכבי פתח תקווה,These ads ran without a disclaimer,≤100,2
100273371325564,רשת סטאר זול,These ads ran without a disclaimer,≤100,2
967228976665459,באג-לגן - צעצועים,These ads ran without a disclaimer,≤100,1
125017978897596,v_romanov.vm,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,57
106093155231631,GoatCrew,These ads ran without a disclaimer,≤100,6
103450567690207,asaf_kickbox,These ads ran without a disclaimer,≤100,1
100879502194785,oran.meme,These ads ran without a disclaimer,≤100,1
1172528859568619,Ahmad Juha,These ads ran without a disclaimer,≤100,1
467012620082043,القائمة المشتركة للتعايش - نوف هچليل,These ads ran without a disclaimer,≤100,2
570416663169040,מסגרת - misgeret,These ads ran without a disclaimer,≤100,1
122880811172259,עיראקי מקור הבשר,These ads ran without a disclaimer,≤100,1
115203721647079,כל גרף,These ads ran without a disclaimer,≤100,1
174242799404413,רפאל עיצוב הפלדה Steel Design,These ads ran without a disclaimer,≤100,1
357543730992619,Это Финляндия,These ads ran without a disclaimer,≤100,9
670584132953836,Girl MOVE Academy,These ads ran without a disclaimer,≤100,2
105944742083406,Ukrainian_Lives_Matter,These ads ran without a disclaimer,≤100,2
823788047675556,Call of War,These ads ran without a disclaimer,≤100,2
107473817415695,Resep Top 10,These ads ran without a disclaimer,≤100,1
713456928814990,Русское Золото в Германии Auditor585,These ads ran without a disclaimer,≤100,1
1420717141480108,Friends Of The Israeli Intelligence اصدقاء اجهزة الاستخبارات الإسرائيلية,These ads ran without a disclaimer,≤100,1
111536378965518,סיגל דוד - לענוד את החלומות,These ads ran without a disclaimer,≤100,1
147584488610340,102fm רדיו תל אביב,These ads ran without a disclaimer,≤100,3
106230730951842,Fy abbey-shop,These ads ran without a disclaimer,≤100,8
101926896234559,المحامي ايسر محمد عباس لرئاسة المجلس المحلي نحف,These ads ran without a disclaimer,≤100,1
0,Instagram User 3679918266,These ads ran without a disclaimer,≤100,1
396724840755539,ארביב אלנקרי מנשה משרד עו״ד,Shay Azulay,≤100,1
135217806687444,אופטיקס מרים -  Optics Miriam,These ads ran without a disclaimer,≤100,2
104382082226493,keren_amrusi_samara,These ads ran without a disclaimer,≤100,1
268694309881900,like.and.share.il,These ads ran without a disclaimer,≤100,3
142062606449584,משה (קינלי) טור-פז Moshe Turpaz,These ads ran without a disclaimer,≤100,1
