Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
101255545035256,Bamboo Buddy,These ads ran without a disclaimer,≤100,1
1591296480976306,Consent Labs,These ads ran without a disclaimer,≤100,1
110302654090786,The Laity Advocacy Group,These ads ran without a disclaimer,≤100,1
103086712688723,15journos,These ads ran without a disclaimer,≤100,1
283251304251,NSW Seniors Festival,These ads ran without a disclaimer,≤100,1
108878030885935,Love Unicorn,These ads ran without a disclaimer,≤100,4
105330555094318,Too Cool - Magazine,These ads ran without a disclaimer,≤100,4
111339584768179,FillLily,These ads ran without a disclaimer,≤100,8
109485678419610,mandatetruth,These ads ran without a disclaimer,≤100,2
100117675953222,Traditional Custodian,These ads ran without a disclaimer,≤100,1
117592091643709,Tree of Life Ministries｜Evangelism in Israel,These ads ran without a disclaimer,≤100,11
542914452817326,Maven Consulting Group Melbourne,These ads ran without a disclaimer,≤100,1
301566770197518,University of Melbourne Shepparton Medical Centre,These ads ran without a disclaimer,≤100,1
257602564314227,Lexus of Indooroopilly,These ads ran without a disclaimer,≤100,1
525023487595884,Global-Edu Immi Law Coaching,These ads ran without a disclaimer,≤100,1
111765874432334,POYV Engineers,These ads ran without a disclaimer,≤100,1
874313709575804,Fashion Rollers,These ads ran without a disclaimer,≤100,7
111045804893916,allthingscroatiapodcast,These ads ran without a disclaimer,≤100,1
102961201540895,Horror Films Fanssss,These ads ran without a disclaimer,≤100,2
105805334497072,courtneybrooke_88,These ads ran without a disclaimer,≤100,1
1599873116975741,Science Gallery Melbourne,These ads ran without a disclaimer,≤100,1
328409060590407,Adam Solar Pty Ltd,These ads ran without a disclaimer,≤100,3
676183255840055,Xero Linear Lighting Systems,These ads ran without a disclaimer,≤100,1
760776374007001,Reading Out of Poverty,These ads ran without a disclaimer,≤100,1
102388321820028,Rotary World Savers,These ads ran without a disclaimer,≤100,1
100771065462417,UNIFYD,These ads ran without a disclaimer,≤100,5
60777496115,Kakenya's Dream,These ads ran without a disclaimer,≤100,3
110445810657739,Alex's Fresh Food,These ads ran without a disclaimer,≤100,1
215955840420500,Health Before Profits - Vic,These ads ran without a disclaimer,≤100,1
104102018490832,Botanic Gardens Day,These ads ran without a disclaimer,≤100,1
55996859719,Sweden.se,These ads ran without a disclaimer,≤100,3
104570791894910,Bamboo Behinds Eco Nappies,These ads ran without a disclaimer,≤100,1
1489850577932151,Kentish Council,These ads ran without a disclaimer,≤100,2
208064609261369,Cloudinary,These ads ran without a disclaimer,≤100,3
109538958157584,shomvi_online_tv,These ads ran without a disclaimer,≤100,1
103321255286351,deesferru,These ads ran without a disclaimer,≤100,1
100862121816549,Ecosolarpower,These ads ran without a disclaimer,≤100,2
106857361211437,Jim's Security Doors,These ads ran without a disclaimer,≤100,1
1496534207028271,Neil Symes for Jordan - Pauline Hanson's One Nation,These ads ran without a disclaimer,≤100,1
110057504829584,Caring for Comenarra,These ads ran without a disclaimer,≤100,3
101516212181501,AIO Browser,These ads ran without a disclaimer,≤100,5
101246292115516,oceancare.international,These ads ran without a disclaimer,≤100,2
104168688700430,We Do Not Discriminate,These ads ran without a disclaimer,≤100,1
2501573943204503,Because Freedom Matters,These ads ran without a disclaimer,≤100,1
115075515065,Ensemble Offspring,These ads ran without a disclaimer,≤100,1
208661552479830,日本財団,These ads ran without a disclaimer,≤100,2
302232470467588,Meissa Mason,These ads ran without a disclaimer,≤100,1
224011891058613,Airlineratings.com,These ads ran without a disclaimer,≤100,2
102486134864997,efladiaries,These ads ran without a disclaimer,≤100,2
1543248532667613,Las Vegas Newspaper,These ads ran without a disclaimer,≤100,1
105830808276114,Golden Era,These ads ran without a disclaimer,≤100,1
1159565407414586,Awesome Crowdfunding Projects,These ads ran without a disclaimer,≤100,16
100427512394041,Just Jay Creative - Instagram Marketing and Graphic Design Services,These ads ran without a disclaimer,≤100,1
103319994872981,Phoslock Environmental Technologies,These ads ran without a disclaimer,≤100,1
111339818269183,kirsty.wyatt.illustrative,These ads ran without a disclaimer,≤100,1
103718212389246,StudioLorenz.co,These ads ran without a disclaimer,≤100,1
101336045742586,Jason Ablin,These ads ran without a disclaimer,≤100,13
112618128081720,trygve.the.truth,These ads ran without a disclaimer,≤100,4
104799422492807,albertavilacamacho,These ads ran without a disclaimer,≤100,1
101941622571438,Cozy Insulation Pty,These ads ran without a disclaimer,≤100,1
108659697208002,Bare Health Studio,These ads ran without a disclaimer,≤100,1
475582559246025,Lexus of Southport,These ads ran without a disclaimer,≤100,1
147913341916564,Veritas Recruitment,These ads ran without a disclaimer,≤100,1
112587110641463,Adani Australia,These ads ran without a disclaimer,≤100,1
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,≤100,1
268632296847315,Whitehorse Business,These ads ran without a disclaimer,≤100,1
115320603846,Aussie Kindies Early Learning Creswick,These ads ran without a disclaimer,≤100,1
507682306051429,The Being Group,These ads ran without a disclaimer,≤100,1
221169172497125,Brar Surinder Singh - Candidate for Coburns Ward Melton City Council,Surinder S Brar,≤100,1
1453997771525853,Impact Guru,These ads ran without a disclaimer,≤100,17
211173812645033,Betty Brokn,These ads ran without a disclaimer,≤100,3
106856151000638,Cancelled,These ads ran without a disclaimer,≤100,2
412082552303372,The Feel Good Family,These ads ran without a disclaimer,≤100,1
989849967733235,"Department of Planning, Lands and Heritage",These ads ran without a disclaimer,≤100,1
100139504824171,ACSDRI - A Research Institute,These ads ran without a disclaimer,≤100,2
1442389459422802,John Hill & Co,These ads ran without a disclaimer,≤100,1
2221386338099123,WhatDa?,These ads ran without a disclaimer,≤100,1
104853521374258,Vote for Alice Maddineni,These ads ran without a disclaimer,≤100,1
769306386736940,Social Salon School,These ads ran without a disclaimer,≤100,1
352746421411753,No Deep Sea Mining,These ads ran without a disclaimer,≤100,1
118905033104,Westender,These ads ran without a disclaimer,≤100,2
666099770258779,CO-architecture,These ads ran without a disclaimer,≤100,1
1990880717882519,The China Current,These ads ran without a disclaimer,≤100,4
116658340462184,Alliance of Guugu Yimithirr People,These ads ran without a disclaimer,≤100,2
1883030995278693,NBS Home Loans,These ads ran without a disclaimer,≤100,1
101317156206795,FRONT,These ads ran without a disclaimer,≤100,1
110087442044695,powsols,These ads ran without a disclaimer,≤100,1
101435928159420,VCO,These ads ran without a disclaimer,≤100,5
101432139166992,LAS ISLAS Filipinas Education Services,These ads ran without a disclaimer,≤100,1
1631045673870347,Pablo Miller,These ads ran without a disclaimer,≤100,1
134177589988835,Nico Larsson,These ads ran without a disclaimer,≤100,1
102319355265587,Kaikoa Designs,These ads ran without a disclaimer,≤100,1
100236492475671,信为留学 S&W Education,These ads ran without a disclaimer,≤100,1
1801624410097852,Mind Body Training Institute,These ads ran without a disclaimer,≤100,2
103674311276004,rashaun,These ads ran without a disclaimer,≤100,5
284495425469942,Science A2Z Magazine,These ads ran without a disclaimer,≤100,28
100874928923695,Shykey,These ads ran without a disclaimer,≤100,5
148799861816516,Al-Anwar Al-Najafyia Foundation,These ads ran without a disclaimer,≤100,3
105646628242035,Money Sense,These ads ran without a disclaimer,≤100,5
115457187414692,ScoopFalls,These ads ran without a disclaimer,≤100,1
540529686027437,Danfoss Climate Solutions,These ads ran without a disclaimer,≤100,1
113234627089982,Dylan Styles for Kingston,These ads ran without a disclaimer,≤100,1
329982603721746,Mathew Dickerson,These ads ran without a disclaimer,≤100,2
349931068399818,Anytime Fitness,These ads ran without a disclaimer,≤100,1
102040279188611,Support Ukrainians WW,These ads ran without a disclaimer,≤100,3
106476387848150,Horror Movies Fan,These ads ran without a disclaimer,≤100,4
1705260912819012,Zcrave,These ads ran without a disclaimer,≤100,1
101252718239079,thesocialactband,These ads ran without a disclaimer,≤100,1
118303650076919,Liberty For LGBTQ,These ads ran without a disclaimer,≤100,10
101000115313809,Kinglari.office,These ads ran without a disclaimer,≤100,4
96124072223,Princeton University Press,These ads ran without a disclaimer,≤100,4
112665403514521,Pink Advocate,These ads ran without a disclaimer,≤100,1
157769100911357,Life at UniMelb,These ads ran without a disclaimer,≤100,1
100964458132724,Punisher Krav Maga Geelong,These ads ran without a disclaimer,≤100,1
1529496527374252,3g Mobile Repair Centre Kellyville,These ads ran without a disclaimer,≤100,2
103679315330488,Sharn Coombes,These ads ran without a disclaimer,≤100,1
1716677058640179,Vote Yes to JESUS,These ads ran without a disclaimer,≤100,1
104959912162934,Good.eco,These ads ran without a disclaimer,≤100,1
102415632221902,The Daily Manly,These ads ran without a disclaimer,≤100,1
100395624821907,FakeJake,These ads ran without a disclaimer,≤100,10
1330949267007212,Arloid Automation,These ads ran without a disclaimer,≤100,6
2297926640486522,YouGov Chat,These ads ran without a disclaimer,≤100,1
104362628559115,Secure Your Future,These ads ran without a disclaimer,≤100,1
106851757723808,Baldivis Carpentry and Renovations,These ads ran without a disclaimer,≤100,2
689927424713371,My Way Community Alliance Inc,These ads ran without a disclaimer,≤100,1
397604830644754,Coach Warren Leppan - Old,These ads ran without a disclaimer,≤100,1
472184372928588,SuperSphere VR,These ads ran without a disclaimer,≤100,3
177105746261368,Grace Franc,These ads ran without a disclaimer,≤100,1
1559089031054940,A. Taylor Made Photography,These ads ran without a disclaimer,≤100,2
103371385940172,Fraturek_hhh,These ads ran without a disclaimer,≤100,4
269683594873040,To Be Honest - The Movement,These ads ran without a disclaimer,≤100,1
101468268379127,Karitpower,These ads ran without a disclaimer,≤100,1
103907227862385,Firetech Connect,These ads ran without a disclaimer,≤100,1
105443138699305,Abundanomics,These ads ran without a disclaimer,≤100,1
107946518213718,Salt Medical Recruitment,These ads ran without a disclaimer,≤100,1
538650819673536,Tyson Golder,These ads ran without a disclaimer,≤100,1
351340458586098,McGrath Geelong I Newtown,These ads ran without a disclaimer,≤100,1
106617545037643,Trained By Matt,These ads ran without a disclaimer,≤100,1
10934428653,RSPCA NSW,These ads ran without a disclaimer,≤100,3
106704158168221,The Local Party,These ads ran without a disclaimer,≤100,1
308773509473974,ClimbAID,These ads ran without a disclaimer,≤100,2
105930681055371,Synology APAC,These ads ran without a disclaimer,≤100,1
107017411044105,Честные люди,These ads ran without a disclaimer,≤100,1
19975077227,Interaction Design Foundation - IXDF,These ads ran without a disclaimer,≤100,3
1492597794326489,Office Solutions Pipeline Challenge,These ads ran without a disclaimer,≤100,1
111345057399621,clareissabear,These ads ran without a disclaimer,≤100,1
2226191727708610,Willerby Eco Traders,These ads ran without a disclaimer,≤100,1
115063226943296,The Keep Australia Moving Party,These ads ran without a disclaimer,≤100,1
102948664868530,Debbie Arnott for Warrnambool City Council,These ads ran without a disclaimer,≤100,2
105217438306398,ResourceRigh,These ads ran without a disclaimer,≤100,1
104276705521860,rubyncreates,These ads ran without a disclaimer,≤100,1
121192601263121,ME CFS and Lyme Association of WA,These ads ran without a disclaimer,≤100,1
714553282022334,Perth Mums Group,These ads ran without a disclaimer,≤100,1
196146573739552,Australian Skilled Migration,These ads ran without a disclaimer,≤100,1
100573668896649,Eye-Opening Crowdfunding Projects,These ads ran without a disclaimer,≤100,9
104346618828263,Enchantgo Page,These ads ran without a disclaimer,≤100,2
2092924957605425,Solis,These ads ran without a disclaimer,≤100,10
112396604544363,Школа писательского мастерства,These ads ran without a disclaimer,≤100,1
103461937897453,George Criminal Lawyers,These ads ran without a disclaimer,≤100,1
102354045979126,Nurturing Neurodivergence,These ads ran without a disclaimer,≤100,1
16163318140,Doug Howell Music,These ads ran without a disclaimer,≤100,2
317158175535179,BitLife,These ads ran without a disclaimer,≤100,3
100745679654,scoop.me,These ads ran without a disclaimer,≤100,4
102030755872622,thefijianchef,These ads ran without a disclaimer,≤100,1
261696814028450,The Carmelites of Australia and Timor-Leste,These ads ran without a disclaimer,≤100,3
115087493184795,Arts in Greater Dandenong,These ads ran without a disclaimer,≤100,1
101831958973187,Renew Gold Coast Branch,These ads ran without a disclaimer,≤100,1
109628428001534,Norwood Clothing Outlet,These ads ran without a disclaimer,≤100,1
